model,replication,bias,squared_error,covered,parameter_class,parameter,recovered_mean,recovered_median,lower_interval,upper_interval,rhat,ess_bulk,ess_tail,true_value
M4_block_alpha_full_response,4,-0.7598517446174999,0.5773746737982584,TRUE,group_mu_alpha_stable_raw,mu_alpha_raw[1],-2.5266866446175,-2.5305602,-3.30414531,-1.747209405,1.001591583276684,1150.4338869216308,1984.5312450314239,-1.7668349
M4_block_alpha_full_response,4,-0.7977386036277475,0.6363868797179485,FALSE,group_mu_alpha_volatile_raw,mu_alpha_raw[2],-1.2531523636277475,-1.2660665500000001,-1.948859085,-0.5303983585000004,1.0050107559277677,860.0642190876009,1578.7119451587048,-0.45541376
M4_block_alpha_full_response,4,-0.647346314325,0.4190572506701617,FALSE,group_sigma_alpha_stable_raw,sigma_alpha_raw[1],2.345417085675,2.3275476,1.85478028,2.91798999,1.0003978328275611,2420.981831872688,2858.4392697031844,2.9927634
M4_block_alpha_full_response,4,-0.382303001825,0.14615558520440594,TRUE,group_sigma_alpha_volatile_raw,sigma_alpha_raw[2],2.245778698175,2.2191516,1.7382129000000002,2.8155435250000003,1.0006642981714267,2288.3907762172826,2820.1015147635662,2.6280817
M4_block_alpha_full_response,4,-0.11685091070514675,0.01365413533262218,TRUE,group_mu_beta_raw,mu_beta_raw,0.29759134929485326,0.31014387499999996,-0.09804587124999997,0.6397341204999999,1.0037384006882921,508.49159933501153,1164.0224978545268,0.41444226
M4_block_alpha_full_response,4,-0.38133695685,0.14541787465961878,FALSE,group_sigma_beta_raw,sigma_beta_raw,1.49142744315,1.47903595,1.2114864000000003,1.82633881,1.003547325635396,1210.1328526393654,1822.657369287328,1.8727644
M4_block_alpha_full_response,4,-0.14137347506767994,0.01998645945271192,TRUE,alpha_stable,"alpha[1,1]",0.60554691493232,0.6851488699999999,0.05853418385,0.968055511,1.0006185016166715,5100.60098741623,2867.940488925638,0.74692039
M4_block_alpha_full_response,4,-0.1809264607564395,0.032734384201851444,TRUE,alpha_stable,"alpha[2,1]",0.1650013392435605,0.060463015,0.0017381657100000003,0.726463275,0.9996593425976503,7148.116683277017,2702.6034109380744,0.3459278
M4_block_alpha_full_response,4,0.005137744555688625,2.6396419119508108e-5,TRUE,alpha_stable,"alpha[3,1]",0.006833869955688625,0.0044322445,3.79185863e-4,0.020458606449999993,1.0000639840485963,4978.766184077067,2504.8207831061477,0.0016961254
M4_block_alpha_full_response,4,-0.15884610041425007,0.025232083616814015,TRUE,alpha_stable,"alpha[4,1]",0.65853816958575,0.660535305,0.389939467,0.9199464345,1.0011828388888202,4975.670335138009,2520.9752831936867,0.81738427
M4_block_alpha_full_response,4,-0.3111172073508165,0.09679391670977094,TRUE,alpha_stable,"alpha[5,1]",0.23422036264918353,0.109069725,0.00213952032,0.8402046504999997,1.0001135761984357,5310.798175473467,2514.8209642948223,0.54533757
M4_block_alpha_full_response,4,-0.37747571786418,0.14248791757707802,TRUE,alpha_stable,"alpha[6,1]",0.36067172213582,0.29110530999999995,0.03251615965,0.8939781525,0.9997714844636769,5150.310317577126,2511.6223535204444,0.73814744
M4_block_alpha_full_response,4,0.13673496400305674,0.01869645038091722,TRUE,alpha_stable,"alpha[7,1]",0.22530673900305676,0.12915533,0.0037426355400000002,0.7785667739999995,1.0005662077656161,5660.088543958471,2627.959291403293,0.088571775
M4_block_alpha_full_response,4,-0.5865797643028116,0.34407581988954195,TRUE,alpha_stable,"alpha[8,1]",0.2078932256971885,0.09598741150000001,0.001754918325,0.8118357459999997,1.0004025777463024,6074.401018914574,2597.364283929647,0.79447299
M4_block_alpha_full_response,4,-0.13842848956369952,0.019162446722887267,TRUE,alpha_stable,"alpha[9,1]",0.2091984204363005,0.073972926,0.001418792125,0.8582425169999999,0.9996653524686583,6203.289284048285,3436.35476711306,0.34762691
M4_block_alpha_full_response,4,0.0026497991492576253,7.021435531406435e-6,FALSE,alpha_stable,"alpha[10,1]",0.002667559722257625,0.0022529687,2.103487705e-4,0.006784806645,0.9998237911005835,3937.683948267939,2575.298627343598,1.7760573e-5
M4_block_alpha_full_response,4,0.18685458070588226,0.03491463433077107,TRUE,alpha_stable,"alpha[11,1]",0.3305443707058823,0.22609911,0.0047517352050000005,0.904055504,0.9998254834128814,3886.7351557500047,2961.483017186558,0.14368979
M4_block_alpha_full_response,4,0.0057519907388075,3.308539745932725e-5,TRUE,alpha_stable,"alpha[12,1]",0.0828819457388075,0.06429797400000001,0.016150735850000004,0.20828783399999995,1.0015308143065755,7531.182561320721,2353.979449655916,0.077129955
M4_block_alpha_full_response,4,0.10602672091555251,0.01124166554810446,TRUE,alpha_stable,"alpha[13,1]",0.14260133191555252,0.058112039000000004,0.00153552574,0.6027200019999992,1.0000048007883704,6541.642647594208,2771.18989520008,0.036574611
M4_block_alpha_full_response,4,0.139310988108701,0.01940755140782263,TRUE,alpha_stable,"alpha[14,1]",0.166845789108701,0.056037487999999996,0.0013683263599999999,0.7424163164999998,1.002373761452472,6662.337847948946,2956.8178714894207,0.027534801
M4_block_alpha_full_response,4,0.25191978710001006,0.0634635791325144,TRUE,alpha_stable,"alpha[15,1]",0.68793691710001,0.72384563,0.22031769200000006,0.9646330155,1.0023006746023502,4877.815834883434,2006.0741791544829,0.43601713
M4_block_alpha_full_response,4,0.15132248352754968,0.022898494020945542,TRUE,alpha_stable,"alpha[16,1]",0.15635311562754967,0.0420827225,8.671220385000003e-4,0.7344299004999998,0.9999680356363078,6441.578957785975,2983.440244761404,0.0050306321
M4_block_alpha_full_response,4,-0.13951350654642952,0.01946401850888063,TRUE,alpha_stable,"alpha[17,1]",0.1695315934535705,0.0640231295,0.0015634288800000006,0.7331552119999996,0.9994982411096061,6466.529052791329,2817.5227620857686,0.3090451
