model,replication,bias,squared_error,covered,parameter_class,parameter,recovered_mean,recovered_median,lower_interval,upper_interval,rhat,ess_bulk,ess_tail,true_value
M3_block_alpha_stickiness,3,-0.6135237556912501,0.3764113987974967,TRUE,group_mu_alpha_stable_raw,mu_alpha_raw[1],-1.42930974569125,-1.4427663499999999,-2.21648318,-0.6311519710000001,1.001298032302555,1248.266477743503,1691.3918242989878,-0.81578599
M3_block_alpha_stickiness,3,-0.22401258343749997,0.050181637538342885,TRUE,group_mu_alpha_volatile_raw,mu_alpha_raw[2],-1.4940774834375,-1.48988675,-2.128854615,-0.8901786760000002,1.0006541515306058,1012.6102442283154,1555.437288192616,-1.2700649
M3_block_alpha_stickiness,3,-0.17282281377499986,0.02986772496110828,TRUE,group_sigma_alpha_stable_raw,sigma_alpha_raw[1],2.490723286225,2.4678864999999996,1.98147421,3.05102071,1.006281341411442,2167.788604277189,2515.6830694473797,2.6635461
M3_block_alpha_stickiness,3,-0.2067777205250001,0.042757025705515046,TRUE,group_sigma_alpha_volatile_raw,sigma_alpha_raw[2],1.969514579475,1.94456,1.53401969,2.485389314999999,1.001347317615928,2004.5281285713122,2895.4096119022993,2.1762923
M3_block_alpha_stickiness,3,0.287104703049775,0.08242911051329947,TRUE,group_mu_beta_raw,mu_beta_raw,0.138557773049775,0.14624088,-0.255017967,0.5168366169999999,1.012608607376982,492.932108913278,1191.8950179795543,-0.14854693
M3_block_alpha_stickiness,3,-0.4281085451000002,0.1832769263876389,FALSE,group_sigma_beta_raw,sigma_beta_raw,1.6471251548999999,1.6329533500000002,1.35028577,2.0007158,1.0015675062498597,955.4793204579149,1741.8220075313616,2.0752337
M3_block_alpha_stickiness,3,-0.11411999193497002,0.013023372559237623,TRUE,alpha_stable,"alpha[1,1]",0.67577027806503,0.77904231,0.018701457300000005,0.9883821575,1.0014258941590313,2331.038194702553,2491.6021856585135,0.78989027
M3_block_alpha_stickiness,3,0.04363763246976149,0.0019042429675659822,TRUE,alpha_stable,"alpha[2,1]",0.3573324824697615,0.24354520000000002,0.003912851764999999,0.9558797800000001,1.0000871298340712,6932.402811901438,2831.1247351108677,0.31369485
M3_block_alpha_stickiness,3,0.04091376169500883,0.0016739358960359716,FALSE,alpha_stable,"alpha[3,1]",0.044088559595008826,0.022088497,0.004133597940000001,0.1686990889999998,1.0006432421901856,4779.75207857229,2377.581367210465,0.0031747979
M3_block_alpha_stickiness,3,-0.17843380868158243,0.03183862408061556,TRUE,alpha_stable,"alpha[4,1]",0.7107523313184175,0.788261485,0.020753205950000006,0.9851156179999999,1.0032135312609434,1307.4853962179898,747.4817824006643,0.88918614
M3_block_alpha_stickiness,3,0.02578915492790973,6.650805118957307e-4,TRUE,alpha_stable,"alpha[5,1]",0.3635569749279097,0.299087675,0.008764382475,0.9367917315000001,0.9995016347819904,5803.058857402565,2553.012546966333,0.33776782
M3_block_alpha_stickiness,3,-0.266900016607875,0.07123561886528394,FALSE,alpha_stable,"alpha[6,1]",0.169660543392125,0.134533235,0.03175625355,0.42011673299999996,0.9998273481629983,6454.681067365969,2162.7410981739017,0.43656056
M3_block_alpha_stickiness,3,-0.016992938685901016,2.8875996518279136e-4,TRUE,alpha_stable,"alpha[7,1]",0.322690051314099,0.205735775,0.004230852065,0.9382638145000001,0.9999812760120894,6874.083125969079,2839.561841024157,0.33968299
M3_block_alpha_stickiness,3,0.13754595687047974,0.01891889025141587,TRUE,alpha_stable,"alpha[8,1]",0.27430069687047975,0.12342581,0.0026339712150000006,0.9239780350000001,0.9999806094938162,6338.495620597728,3135.915345628039,0.13675474
M3_block_alpha_stickiness,3,-0.652547553707612,0.42581830984978875,FALSE,alpha_stable,"alpha[9,1]",0.31853606629238806,0.187059415,0.002957042275,0.9491113259999999,1.0024645840677422,6639.07222120545,2735.0498830944653,0.97108362
M3_block_alpha_stickiness,3,0.003183876973491,1.013707258232621e-5,TRUE,alpha_stable,"alpha[10,1]",0.004967537973491,0.0045575535,0.00104002739,0.010243792699999997,1.000349958427075,4370.467263767727,2292.6212002372577,0.001783661
M3_block_alpha_stickiness,3,-0.32895546272799125,0.10821169645858685,TRUE,alpha_stable,"alpha[11,1]",0.35503745727200875,0.248622655,0.005392959815,0.9483545954999997,1.0001308493110173,6264.429855988376,2926.497822442984,0.68399292
M3_block_alpha_stickiness,3,0.040258594059249975,0.0016207543956274773,TRUE,alpha_stable,"alpha[12,1]",0.33844553405925,0.33649676500000003,0.17367694549999999,0.5059146715,1.0013410995080236,5838.097177628977,2948.5266790323585,0.29818694
M3_block_alpha_stickiness,3,0.28973706939620497,0.0839475693823013,TRUE,alpha_stable,"alpha[13,1]",0.31701402639620496,0.19063054499999998,0.00426225895,0.9443538084999998,1.0010083386212139,6448.368169274204,2951.3999734502568,0.027276957
M3_block_alpha_stickiness,3,-0.50857145818523,0.2586449280806511,TRUE,alpha_stable,"alpha[14,1]",0.35118540181477,0.30944497000000004,0.006155973455000001,0.8991567109999999,1.0008335173912617,4588.15628508674,2593.003162275865,0.85975686
M3_block_alpha_stickiness,3,0.05355775569225375,0.0028684331947911395,TRUE,alpha_stable,"alpha[15,1]",0.15457641569225375,0.06843956400000001,0.006837318375,0.686134311,1.0005713903038114,4991.843071777623,1908.619797901493,0.10101866
M3_block_alpha_stickiness,3,-0.6943065544722264,0.48206159158309475,FALSE,alpha_stable,"alpha[16,1]",0.2879900355277735,0.153762465,0.00412653173,0.9222373344999999,0.9993754182848507,8367.01629136537,2772.5365531563803,0.98229659
M3_block_alpha_stickiness,3,-0.1479973762008005,0.02190322336232127,TRUE,alpha_stable,"alpha[17,1]",0.3072766237991995,0.185450625,0.004208956195,0.934042262,0.9999361102011077,7129.652046852611,2983.521701280721,0.455274
M3_block_alpha_stickiness,3,0.32874227432822045,0.10807148293049094,TRUE,alpha_stable,"alpha[18,1]",0.33167173832822044,0.18654714,0.002354617525,0.9619305315,1.0005162243436452,6703.723669615954,2861.835664185399,0.002929464
M3_block_alpha_stickiness,3,0.01563462927925724,2.444416326998077e-4,TRUE,alpha_stable,"alpha[19,1]",0.28955923927925725,0.14746027,0.0033185554299999995,0.9347370139999999,1.004334791143936,6067.074400047203,3205.0029659170764,0.27392461
M3_block_alpha_stickiness,3,0.18634306128322048,0.03472373648840206,TRUE,alpha_stable,"alpha[20,1]",0.4688661812832205,0.450002695,0.020637358450000007,0.9602527264999999,1.0023973324565574,5048.960877498307,2520.770856537848,0.28252312
M3_block_alpha_stickiness,3,-0.1316156891877,0.017322689640353252,TRUE,alpha_stable,"alpha[21,1]",0.3816253708123,0.36666003999999996,0.08661169025000001,0.7319592589999998,1.0017453102343947,5188.928587844138,2197.7912997742387,0.51324106
M3_block_alpha_stickiness,3,-0.4570294182250779,0.2088758891231532,TRUE,alpha_stable,"alpha[22,1]",0.30023339177492203,0.151122525,0.002939451170000001,0.9560167345,1.000218380641084,6866.697530595045,3044.9276632785745,0.75726281
M3_block_alpha_stickiness,3,0.0032929659476329,1.0843624732269842e-5,TRUE,alpha_stable,"alpha[23,1]",0.0050657334476329,0.00450927805,8.47687882e-4,0.011065679049999996,1.0001972117942513,3289.6773942941154,2183.3328677416907,0.0017727675
M3_block_alpha_stickiness,3,0.285143080369575,0.0813065762826499,TRUE,alpha_stable,"alpha[24,1]",0.719955930369575,0.755960705,0.318005204,0.9764093285000001,1.0015978766923979,5284.24964209607,2116.166196126472,0.43481285
M3_block_alpha_stickiness,3,-0.586476346775982,0.34395450532770194,TRUE,alpha_stable,"alpha[25,1]",0.275675503224018,0.148773155,0.0027192004350000006,0.9047785339999996,1.0008666648360829,6688.32133249727,2660.3676927775614,0.86215185
M3_block_alpha_stickiness,3,-0.003247315806493751,1.054505994710416e-5,TRUE,alpha_stable,"alpha[26,1]",0.00781859719350625,0.0076682552,0.0025001372949999996,0.0134002071,1.0006583384748715,3896.3456552577013,2722.80674932355,0.011065913
