model,subject_index,participant_id,alpha_stable,alpha_volatile,delta_log_alpha,beta,rho,side_bias,alpha_general,avoidance,anxiety,insecurity,reappraisal,suppression,maternal_care,maternal_overprotection,paternal_care,paternal_overprotection
M3_block_alpha_stickiness,12,13536402,0.21288113723225,0.150149002449,-0.299857856369405,6.6584345045,1.442895489535,NA,NA,5.75,3.666666667,4.647058824,5,4,14,18,17,15
M3_block_alpha_stickiness,13,13536814,0.26048239038111654,0.3047653713799917,0.23076348911675001,0.2803418696566475,0.10620790394520965,NA,NA,4.125,3.888888889,4,4,4.5,25,20,20,16
M3_block_alpha_stickiness,14,13537400,0.29341404127237214,0.3754238184926488,0.61311257759899,0.194031369182265,-0.03414558782207575,NA,NA,3.5,2.777777778,3.117647059,3.666666667,2.25,33,19,16,7
M3_block_alpha_stickiness,15,13537557,0.2622422096287,0.6725757806175,1.27594219447038,2.336614494953375,1.14481519398,NA,NA,2.25,2.333333333,2.294117647,5.5,3,36,4,36,4
M3_block_alpha_stickiness,16,13537616,0.311031971656176,0.37258731938497325,0.390571110995035,0.10668359181583,0.14797777280630892,NA,NA,2.625,3.444444444,3.058823529,4,3.75,26,14,24,14
M3_block_alpha_stickiness,17,13540235,0.3140872317875624,0.3835247042865434,0.566516412949735,0.296193554692325,0.11677515691444774,NA,NA,3.625,3.888888889,3.764705882,4.833333333,4.25,20,17,19,18
M3_block_alpha_stickiness,18,13540898,0.21104030348133876,0.47466666767433374,2.28937331774969,1.101647797200115,0.1313713491838435,NA,NA,5,3,3.941176471,5,3.75,36,11,7,11
M3_block_alpha_stickiness,19,13541825,0.3009170983299071,0.3770209073883197,0.510572204198255,0.08728657965083,-0.0491947834168815,NA,NA,4.5,3.333333333,3.882352941,5,2.5,32,9,25,7
M3_block_alpha_stickiness,20,13542049,0.31526770578764074,0.34859657170066377,0.278172143278605,0.23412506379142,-0.077002384995564,NA,NA,2.75,5.666666667,4.294117647,5.666666667,5.75,12,9,12,7
M3_block_alpha_stickiness,21,13542332,0.355240205437235,0.7073221063313675,1.0154447504727495,2.3612720095825,1.836630575835,NA,NA,3.5,2.333333333,2.882352941,5.333333333,1.5,35,5,29,2
M3_block_alpha_stickiness,22,13543315,0.3221848275517154,0.3998669687953315,0.34541807012944997,0.3410401859472575,-0.032363831105815,NA,NA,2.625,3.888888889,3.294117647,4.666666667,4.75,14,20,16,20
M3_block_alpha_stickiness,23,13544904,0.002068791704617125,0.0256002009447799,2.6617581837688,11.7065642621,0.517823991772105,NA,NA,4.125,2.777777778,3.411764706,1.666666667,5.75,25,22,15,17
M3_block_alpha_stickiness,24,13545757,0.408170681483575,0.8219809499625,1.04104384441126,2.8562206387025,0.010692143003713,NA,NA,4.125,2.777777778,3.411764706,5.333333333,2,32,0,32,0
