model,condition,trial_within_phase,metric,observed,posterior_predictive_mean,posterior_predictive_median,lower_95,upper_95
M4_block_alpha_full_response,Volatile2,18,optimal_choice,0.515625,0.6221875,0.625,0.515625,0.71875
M4_block_alpha_full_response,Volatile2,19,choose_blue,0.6153846153846154,0.5882051282051282,0.5846153846153846,0.4996153846153847,0.7003846153846149
M4_block_alpha_full_response,Volatile2,19,optimal_choice,0.640625,0.60859375,0.609375,0.507421875,0.7113281249999996
M4_block_alpha_full_response,Volatile2,20,choose_blue,0.7076923076923077,0.6329743589743589,0.6307692307692307,0.5384615384615384,0.7230769230769231
M4_block_alpha_full_response,Volatile2,20,optimal_choice,0.6,0.6517777777777778,0.65,0.55,0.7666666666666667
M4_block_alpha_full_response,Volatile3,1,choose_blue,0.6461538461538462,0.5825641025641025,0.5846153846153846,0.49230769230769234,0.676923076923077
M4_block_alpha_full_response,Volatile3,1,optimal_choice,0.38461538461538464,0.4347692307692308,0.4307692307692308,0.3230769230769231,0.5311538461538458
M4_block_alpha_full_response,Volatile3,2,choose_blue,0.49230769230769234,0.5158974358974359,0.5230769230769231,0.4153846153846154,0.6153846153846154
M4_block_alpha_full_response,Volatile3,2,optimal_choice,0.49230769230769234,0.494974358974359,0.49230769230769234,0.38461538461538464,0.6
M4_block_alpha_full_response,Volatile3,3,choose_blue,0.4153846153846154,0.46287179487179486,0.46153846153846156,0.35384615384615387,0.5692307692307692
M4_block_alpha_full_response,Volatile3,3,optimal_choice,0.6153846153846154,0.5567179487179488,0.5538461538461539,0.46153846153846156,0.6615384615384615
M4_block_alpha_full_response,Volatile3,4,choose_blue,0.35384615384615387,0.4584615384615385,0.46153846153846156,0.35384615384615387,0.5692307692307692
M4_block_alpha_full_response,Volatile3,4,optimal_choice,0.6153846153846154,0.5463589743589744,0.5538461538461539,0.43807692307692314,0.6461538461538462
M4_block_alpha_full_response,Volatile3,5,choose_blue,0.4307692307692308,0.4480512820512821,0.4461538461538462,0.3384615384615385,0.5384615384615384
M4_block_alpha_full_response,Volatile3,5,optimal_choice,0.5538461538461539,0.5672307692307692,0.5692307692307692,0.46153846153846156,0.676923076923077
M4_block_alpha_full_response,Volatile3,6,choose_blue,0.35384615384615387,0.4135384615384616,0.4153846153846154,0.3230769230769231,0.5076923076923077
M4_block_alpha_full_response,Volatile3,6,optimal_choice,0.6615384615384615,0.586974358974359,0.5846153846153846,0.48423076923076924,0.6923076923076923
M4_block_alpha_full_response,Volatile3,7,choose_blue,0.4,0.3911794871794872,0.38461538461538464,0.29961538461538467,0.49230769230769234
M4_block_alpha_full_response,Volatile3,7,optimal_choice,0.6,0.6088205128205129,0.6153846153846154,0.5076923076923077,0.7003846153846149
M4_block_alpha_full_response,Volatile3,8,choose_blue,0.4153846153846154,0.4272820512820513,0.4307692307692308,0.3230769230769231,0.5230769230769231
M4_block_alpha_full_response,Volatile3,8,optimal_choice,0.5692307692307692,0.5686153846153846,0.5692307692307692,0.46153846153846156,0.676923076923077
M4_block_alpha_full_response,Volatile3,9,choose_blue,0.4,0.45969230769230773,0.46153846153846156,0.35384615384615387,0.5692307692307692
M4_block_alpha_full_response,Volatile3,9,optimal_choice,0.5384615384615384,0.5243076923076924,0.5230769230769231,0.40730769230769237,0.6307692307692307
M4_block_alpha_full_response,Volatile3,10,choose_blue,0.35384615384615387,0.4144102564102564,0.4153846153846154,0.3303846153846154,0.5076923076923077
M4_block_alpha_full_response,Volatile3,10,optimal_choice,0.676923076923077,0.6028205128205129,0.6,0.5076923076923077,0.6923076923076923
M4_block_alpha_full_response,Volatile3,11,choose_blue,0.4153846153846154,0.3962051282051282,0.4,0.2923076923076923,0.47692307692307695
M4_block_alpha_full_response,Volatile3,11,optimal_choice,0.5692307692307692,0.5827692307692308,0.5846153846153846,0.47692307692307695,0.6923076923076923
M4_block_alpha_full_response,Volatile3,12,choose_blue,0.4307692307692308,0.4123076923076923,0.4153846153846154,0.3076923076923077,0.5230769230769231
M4_block_alpha_full_response,Volatile3,12,optimal_choice,0.5538461538461539,0.5911794871794872,0.5846153846153846,0.47692307692307695,0.7003846153846149
M4_block_alpha_full_response,Volatile3,13,choose_blue,0.4461538461538462,0.44923076923076927,0.4461538461538462,0.34576923076923083,0.577307692307692
M4_block_alpha_full_response,Volatile3,13,optimal_choice,0.5384615384615384,0.5395897435897435,0.5384615384615384,0.4307692307692308,0.6461538461538462
M4_block_alpha_full_response,Volatile3,14,choose_blue,0.4307692307692308,0.4378974358974359,0.4307692307692308,0.3303846153846154,0.5465384615384612
M4_block_alpha_full_response,Volatile3,14,optimal_choice,0.5692307692307692,0.5802564102564103,0.5692307692307692,0.47692307692307695,0.676923076923077
M4_block_alpha_full_response,Volatile3,15,choose_blue,0.4461538461538462,0.4510769230769231,0.4461538461538462,0.35384615384615387,0.5619230769230765
M4_block_alpha_full_response,Volatile3,15,optimal_choice,0.5538461538461539,0.560923076923077,0.5538461538461539,0.46153846153846156,0.6461538461538462
M4_block_alpha_full_response,Volatile3,16,choose_blue,0.38461538461538464,0.42082051282051286,0.4153846153846154,0.3230769230769231,0.5384615384615384
M4_block_alpha_full_response,Volatile3,16,optimal_choice,0.5846153846153846,0.5778461538461539,0.5692307692307692,0.47692307692307695,0.6696153846153843
M4_block_alpha_full_response,Volatile3,17,choose_blue,0.36923076923076925,0.35784615384615387,0.35384615384615387,0.26153846153846155,0.46153846153846156
M4_block_alpha_full_response,Volatile3,17,optimal_choice,0.6615384615384615,0.6683076923076923,0.676923076923077,0.5692307692307692,0.7692307692307693
M4_block_alpha_full_response,Volatile3,18,choose_blue,0.4461538461538462,0.4110769230769231,0.4153846153846154,0.3076923076923077,0.5076923076923077
M4_block_alpha_full_response,Volatile3,18,optimal_choice,0.5538461538461539,0.5934358974358974,0.6,0.49230769230769234,0.7076923076923077
M4_block_alpha_full_response,Volatile3,19,choose_blue,0.38461538461538464,0.408974358974359,0.4153846153846154,0.2923076923076923,0.5076923076923077
M4_block_alpha_full_response,Volatile3,19,optimal_choice,0.6461538461538462,0.6086666666666667,0.6153846153846154,0.5076923076923077,0.7230769230769231
M4_block_alpha_full_response,Volatile3,20,choose_blue,0.3384615384615385,0.4353846153846154,0.4307692307692308,0.3230769230769231,0.5538461538461539
M4_block_alpha_full_response,Volatile3,20,optimal_choice,0.6307692307692307,0.5561025641025641,0.5538461538461539,0.43807692307692314,0.6615384615384615
M7_single_alpha_full_response,Volatile1,1,choose_blue,0.676923076923077,0.532,0.5384615384615384,0.4307692307692308,0.6307692307692307
M7_single_alpha_full_response,Volatile1,1,optimal_choice,0.36923076923076925,0.5128205128205128,0.5230769230769231,0.40730769230769237,0.6
M7_single_alpha_full_response,Volatile1,2,choose_blue,0.5230769230769231,0.46041025641025646,0.46153846153846156,0.34576923076923083,0.5692307692307692
M7_single_alpha_full_response,Volatile1,2,optimal_choice,0.5230769230769231,0.5926153846153847,0.5923076923076923,0.47692307692307695,0.7076923076923077
M7_single_alpha_full_response,Volatile1,3,choose_blue,0.47692307692307695,0.4742051282051282,0.46153846153846156,0.38461538461538464,0.577307692307692
M7_single_alpha_full_response,Volatile1,3,optimal_choice,0.5692307692307692,0.587025641025641,0.5846153846153846,0.4688461538461539,0.676923076923077
M7_single_alpha_full_response,Volatile1,4,choose_blue,0.5384615384615384,0.4298974358974359,0.4307692307692308,0.3230769230769231,0.5311538461538458
M7_single_alpha_full_response,Volatile1,4,optimal_choice,0.49230769230769234,0.5962564102564103,0.6,0.48423076923076924,0.6923076923076923
M7_single_alpha_full_response,Volatile1,5,choose_blue,0.5076923076923077,0.4246153846153846,0.4153846153846154,0.3230769230769231,0.5230769230769231
M7_single_alpha_full_response,Volatile1,5,optimal_choice,0.5846153846153846,0.6107692307692307,0.6153846153846154,0.5076923076923077,0.7157692307692305
M7_single_alpha_full_response,Volatile1,6,choose_blue,0.47692307692307695,0.4246666666666667,0.4153846153846154,0.3230769230769231,0.5384615384615384
M7_single_alpha_full_response,Volatile1,6,optimal_choice,0.6307692307692307,0.6192307692307693,0.6153846153846154,0.515,0.7311538461538458
M7_single_alpha_full_response,Volatile1,7,choose_blue,0.5384615384615384,0.44743589743589746,0.4461538461538462,0.35384615384615387,0.5384615384615384
M7_single_alpha_full_response,Volatile1,7,optimal_choice,0.5230769230769231,0.5892820512820512,0.5846153846153846,0.49230769230769234,0.7003846153846149
M7_single_alpha_full_response,Volatile1,8,choose_blue,0.5076923076923077,0.4486666666666667,0.4461538461538462,0.35384615384615387,0.5538461538461539
M7_single_alpha_full_response,Volatile1,8,optimal_choice,0.5384615384615384,0.6024102564102564,0.6,0.5076923076923077,0.6923076923076923
M7_single_alpha_full_response,Volatile1,9,choose_blue,0.4461538461538462,0.41789743589743594,0.4153846153846154,0.31500000000000006,0.5230769230769231
M7_single_alpha_full_response,Volatile1,9,optimal_choice,0.6461538461538462,0.6270256410256411,0.6307692307692307,0.5230769230769231,0.7230769230769231
M7_single_alpha_full_response,Volatile1,10,choose_blue,0.47692307692307695,0.41189743589743594,0.4153846153846154,0.31500000000000006,0.5076923076923077
M7_single_alpha_full_response,Volatile1,10,optimal_choice,0.6153846153846154,0.6461538461538462,0.6461538461538462,0.5384615384615384,0.7384615384615385
M7_single_alpha_full_response,Volatile1,11,choose_blue,0.46153846153846156,0.41492307692307695,0.4153846153846154,0.3076923076923077,0.5076923076923077
M7_single_alpha_full_response,Volatile1,11,optimal_choice,0.5076923076923077,0.6112307692307692,0.6153846153846154,0.515,0.7076923076923077
M7_single_alpha_full_response,Volatile1,12,choose_blue,0.46153846153846156,0.44348717948717953,0.4461538461538462,0.3384615384615385,0.5538461538461539
M7_single_alpha_full_response,Volatile1,12,optimal_choice,0.6307692307692307,0.6315897435897436,0.6307692307692307,0.5303846153846155,0.7384615384615385
M7_single_alpha_full_response,Volatile1,13,choose_blue,0.4,0.4046666666666667,0.4,0.3076923076923077,0.5076923076923077
M7_single_alpha_full_response,Volatile1,13,optimal_choice,0.6,0.6008717948717949,0.6,0.49230769230769234,0.7003846153846149
M7_single_alpha_full_response,Volatile1,14,choose_blue,0.36923076923076925,0.4206153846153846,0.4153846153846154,0.3230769230769231,0.5230769230769231
M7_single_alpha_full_response,Volatile1,14,optimal_choice,0.6,0.6121025641025641,0.6153846153846154,0.5076923076923077,0.7076923076923077
M7_single_alpha_full_response,Volatile1,15,choose_blue,0.4,0.37005128205128207,0.36923076923076925,0.26153846153846155,0.46153846153846156
M7_single_alpha_full_response,Volatile1,15,optimal_choice,0.6153846153846154,0.6432820512820513,0.6461538461538462,0.5457692307692308,0.7311538461538458
M7_single_alpha_full_response,Volatile1,16,choose_blue,0.4153846153846154,0.4461538461538462,0.4461538461538462,0.3384615384615385,0.5384615384615384
M7_single_alpha_full_response,Volatile1,16,optimal_choice,0.6,0.611897435897436,0.6153846153846154,0.5076923076923077,0.7230769230769231
M7_single_alpha_full_response,Volatile1,17,choose_blue,0.4,0.3877948717948718,0.38461538461538464,0.2923076923076923,0.47692307692307695
M7_single_alpha_full_response,Volatile1,17,optimal_choice,0.6615384615384615,0.6591794871794872,0.6615384615384615,0.5692307692307692,0.7692307692307693
M7_single_alpha_full_response,Volatile1,18,choose_blue,0.36923076923076925,0.38230769230769235,0.38461538461538464,0.2923076923076923,0.47692307692307695
M7_single_alpha_full_response,Volatile1,18,optimal_choice,0.6153846153846154,0.6326666666666667,0.6307692307692307,0.5384615384615384,0.7230769230769231
M7_single_alpha_full_response,Volatile1,19,choose_blue,0.3384615384615385,0.3957948717948718,0.4,0.2923076923076923,0.5076923076923077
M7_single_alpha_full_response,Volatile1,19,optimal_choice,0.6615384615384615,0.6483076923076924,0.6461538461538462,0.5384615384615384,0.7384615384615385
M7_single_alpha_full_response,Volatile1,20,choose_blue,0.3230769230769231,0.38256410256410256,0.38461538461538464,0.2923076923076923,0.47692307692307695
M7_single_alpha_full_response,Volatile1,20,optimal_choice,0.7230769230769231,0.661025641025641,0.6615384615384615,0.5538461538461539,0.7538461538461538
M7_single_alpha_full_response,Volatile2,1,choose_blue,0.4307692307692308,0.42810256410256414,0.4307692307692308,0.3230769230769231,0.5230769230769231
M7_single_alpha_full_response,Volatile2,1,optimal_choice,0.453125,0.4578125,0.453125,0.359375,0.546875
M7_single_alpha_full_response,Volatile2,2,choose_blue,0.4,0.4887179487179487,0.49230769230769234,0.38461538461538464,0.5926923076923074
M7_single_alpha_full_response,Volatile2,2,optimal_choice,0.4482758620689655,0.5544827586206896,0.5517241379310345,0.4482758620689655,0.6724137931034483
M7_single_alpha_full_response,Volatile2,3,choose_blue,0.5076923076923077,0.536923076923077,0.5384615384615384,0.43807692307692314,0.6461538461538462
M7_single_alpha_full_response,Volatile2,3,optimal_choice,0.5245901639344263,0.5749180327868852,0.5737704918032787,0.45901639344262296,0.6721311475409836
M7_single_alpha_full_response,Volatile2,4,choose_blue,0.5076923076923077,0.5318974358974359,0.5384615384615384,0.4226923076923077,0.6307692307692307
M7_single_alpha_full_response,Volatile2,4,optimal_choice,0.5,0.5415104166666667,0.546875,0.413671875,0.640625
M7_single_alpha_full_response,Volatile2,5,choose_blue,0.5692307692307692,0.5454871794871795,0.5461538461538462,0.4307692307692308,0.6461538461538462
M7_single_alpha_full_response,Volatile2,5,optimal_choice,0.5967741935483871,0.5937096774193549,0.5967741935483871,0.4838709677419355,0.6935483870967742
M7_single_alpha_full_response,Volatile2,6,choose_blue,0.5692307692307692,0.59,0.5846153846153846,0.49230769230769234,0.6923076923076923
M7_single_alpha_full_response,Volatile2,6,optimal_choice,0.576271186440678,0.6118079096045198,0.6101694915254238,0.5084745762711864,0.7207627118644064
M7_single_alpha_full_response,Volatile2,7,choose_blue,0.6461538461538462,0.6092307692307692,0.6153846153846154,0.49230769230769234,0.7157692307692305
M7_single_alpha_full_response,Volatile2,7,optimal_choice,0.576271186440678,0.6171186440677966,0.6101694915254238,0.5165254237288136,0.711864406779661
M7_single_alpha_full_response,Volatile2,8,choose_blue,0.6307692307692307,0.6016923076923077,0.6,0.4996153846153847,0.7076923076923077
M7_single_alpha_full_response,Volatile2,8,optimal_choice,0.6190476190476191,0.6132804232804233,0.6190476190476191,0.5079365079365079,0.7226190476190473
M7_single_alpha_full_response,Volatile2,9,choose_blue,0.6307692307692307,0.6397435897435898,0.6461538461538462,0.5384615384615384,0.7384615384615385
M7_single_alpha_full_response,Volatile2,9,optimal_choice,0.5806451612903226,0.6451075268817205,0.6451612903225806,0.5399193548387096,0.7504032258064512
M7_single_alpha_full_response,Volatile2,10,choose_blue,0.6615384615384615,0.6054358974358974,0.6076923076923078,0.5076923076923077,0.7076923076923077
M7_single_alpha_full_response,Volatile2,10,optimal_choice,0.639344262295082,0.6173770491803279,0.6229508196721312,0.5081967213114754,0.7213114754098361
M7_single_alpha_full_response,Volatile2,11,choose_blue,0.5384615384615384,0.5276923076923077,0.5230769230769231,0.4153846153846154,0.6388461538461535
M7_single_alpha_full_response,Volatile2,11,optimal_choice,0.603448275862069,0.6062643678160919,0.603448275862069,0.5,0.6896551724137931
M7_single_alpha_full_response,Volatile2,12,choose_blue,0.6153846153846154,0.5855384615384616,0.5846153846153846,0.49230769230769234,0.6923076923076923
M7_single_alpha_full_response,Volatile2,12,optimal_choice,0.5555555555555556,0.585925925925926,0.5873015873015873,0.47619047619047616,0.6908730158730154
M7_single_alpha_full_response,Volatile2,13,choose_blue,0.6,0.5665128205128205,0.5692307692307692,0.46153846153846156,0.676923076923077
M7_single_alpha_full_response,Volatile2,13,optimal_choice,0.5538461538461539,0.5970769230769231,0.6,0.4996153846153847,0.6923076923076923
M7_single_alpha_full_response,Volatile2,14,choose_blue,0.5846153846153846,0.6026666666666667,0.6,0.48423076923076924,0.7076923076923077
M7_single_alpha_full_response,Volatile2,14,optimal_choice,0.6507936507936508,0.6546031746031746,0.6666666666666666,0.5396825396825397,0.746031746031746
M7_single_alpha_full_response,Volatile2,15,choose_blue,0.5384615384615384,0.6195384615384616,0.6153846153846154,0.515,0.7230769230769231
M7_single_alpha_full_response,Volatile2,15,optimal_choice,0.4426229508196721,0.6049726775956284,0.6065573770491803,0.49959016393442623,0.7049180327868853
M7_single_alpha_full_response,Volatile2,16,choose_blue,0.6,0.6268205128205129,0.6307692307692307,0.5230769230769231,0.7230769230769231
M7_single_alpha_full_response,Volatile2,16,optimal_choice,0.639344262295082,0.6639890710382513,0.6721311475409836,0.5573770491803278,0.7627049180327865
M7_single_alpha_full_response,Volatile2,17,choose_blue,0.5846153846153846,0.5568717948717948,0.5538461538461539,0.4461538461538462,0.6615384615384615
M7_single_alpha_full_response,Volatile2,17,optimal_choice,0.6190476190476191,0.5868783068783069,0.5873015873015873,0.47619047619047616,0.6984126984126984
M7_single_alpha_full_response,Volatile2,18,choose_blue,0.5230769230769231,0.5721538461538461,0.5692307692307692,0.4688461538461539,0.6696153846153843
M7_single_alpha_full_response,Volatile2,18,optimal_choice,0.515625,0.6266666666666667,0.625,0.515625,0.734375
M7_single_alpha_full_response,Volatile2,19,choose_blue,0.6153846153846154,0.5950769230769231,0.6,0.49230769230769234,0.7076923076923077
M7_single_alpha_full_response,Volatile2,19,optimal_choice,0.640625,0.6140104166666667,0.609375,0.515625,0.71875
M7_single_alpha_full_response,Volatile2,20,choose_blue,0.7076923076923077,0.6375384615384615,0.6307692307692307,0.5384615384615384,0.7230769230769231
M7_single_alpha_full_response,Volatile2,20,optimal_choice,0.6,0.647,0.65,0.55,0.75
M7_single_alpha_full_response,Volatile3,1,choose_blue,0.6461538461538462,0.5873846153846154,0.5846153846153846,0.47692307692307695,0.6849999999999996
M7_single_alpha_full_response,Volatile3,1,optimal_choice,0.38461538461538464,0.42912820512820515,0.4307692307692308,0.3384615384615385,0.5311538461538458
M7_single_alpha_full_response,Volatile3,2,choose_blue,0.49230769230769234,0.5114871794871795,0.5076923076923077,0.4,0.6153846153846154
M7_single_alpha_full_response,Volatile3,2,optimal_choice,0.49230769230769234,0.49733333333333335,0.49230769230769234,0.391923076923077,0.6
M7_single_alpha_full_response,Volatile3,3,choose_blue,0.4153846153846154,0.4620512820512821,0.46153846153846156,0.36923076923076925,0.5692307692307692
M7_single_alpha_full_response,Volatile3,3,optimal_choice,0.6153846153846154,0.5567179487179488,0.5692307692307692,0.46153846153846156,0.6461538461538462
M7_single_alpha_full_response,Volatile3,4,choose_blue,0.35384615384615387,0.4561025641025641,0.46153846153846156,0.3384615384615385,0.5692307692307692
M7_single_alpha_full_response,Volatile3,4,optimal_choice,0.6153846153846154,0.5483076923076923,0.5538461538461539,0.4461538461538462,0.6615384615384615
M7_single_alpha_full_response,Volatile3,5,choose_blue,0.4307692307692308,0.447948717948718,0.4461538461538462,0.35384615384615387,0.5384615384615384
M7_single_alpha_full_response,Volatile3,5,optimal_choice,0.5538461538461539,0.566923076923077,0.5692307692307692,0.46153846153846156,0.6615384615384615
M7_single_alpha_full_response,Volatile3,6,choose_blue,0.35384615384615387,0.41189743589743594,0.4153846153846154,0.3076923076923077,0.5384615384615384
M7_single_alpha_full_response,Volatile3,6,optimal_choice,0.6615384615384615,0.5894358974358974,0.5846153846153846,0.47692307692307695,0.7003846153846149
M7_single_alpha_full_response,Volatile3,7,choose_blue,0.4,0.3775897435897436,0.38461538461538464,0.27692307692307694,0.47692307692307695
M7_single_alpha_full_response,Volatile3,7,optimal_choice,0.6,0.6224102564102564,0.6153846153846154,0.5230769230769231,0.7230769230769231
M7_single_alpha_full_response,Volatile3,8,choose_blue,0.4153846153846154,0.4318461538461539,0.4307692307692308,0.3384615384615385,0.5230769230769231
M7_single_alpha_full_response,Volatile3,8,optimal_choice,0.5692307692307692,0.5628205128205128,0.5538461538461539,0.46153846153846156,0.6615384615384615
M7_single_alpha_full_response,Volatile3,9,choose_blue,0.4,0.4564615384615385,0.46153846153846156,0.35384615384615387,0.5692307692307692
M7_single_alpha_full_response,Volatile3,9,optimal_choice,0.5384615384615384,0.5271282051282051,0.5230769230769231,0.4153846153846154,0.6234615384615381
M7_single_alpha_full_response,Volatile3,10,choose_blue,0.35384615384615387,0.41389743589743594,0.4153846153846154,0.3230769230769231,0.5230769230769231
M7_single_alpha_full_response,Volatile3,10,optimal_choice,0.676923076923077,0.5978974358974359,0.6,0.49230769230769234,0.6923076923076923
M7_single_alpha_full_response,Volatile3,11,choose_blue,0.4153846153846154,0.38671794871794873,0.38461538461538464,0.27692307692307694,0.49230769230769234
M7_single_alpha_full_response,Volatile3,11,optimal_choice,0.5692307692307692,0.5908205128205128,0.5846153846153846,0.48423076923076924,0.7003846153846149
M7_single_alpha_full_response,Volatile3,12,choose_blue,0.4307692307692308,0.4082051282051282,0.4,0.3076923076923077,0.5230769230769231
M7_single_alpha_full_response,Volatile3,12,optimal_choice,0.5538461538461539,0.5916923076923077,0.6,0.49230769230769234,0.676923076923077
M7_single_alpha_full_response,Volatile3,13,choose_blue,0.4461538461538462,0.4391794871794872,0.4461538461538462,0.3384615384615385,0.5384615384615384
M7_single_alpha_full_response,Volatile3,13,optimal_choice,0.5384615384615384,0.5503589743589744,0.5538461538461539,0.4461538461538462,0.654230769230769
M7_single_alpha_full_response,Volatile3,14,choose_blue,0.4307692307692308,0.4244615384615385,0.4307692307692308,0.3076923076923077,0.5230769230769231
M7_single_alpha_full_response,Volatile3,14,optimal_choice,0.5692307692307692,0.5932820512820512,0.5923076923076923,0.48423076923076924,0.7076923076923077
M7_single_alpha_full_response,Volatile3,15,choose_blue,0.4461538461538462,0.4460512820512821,0.4461538461538462,0.35384615384615387,0.5311538461538458
M7_single_alpha_full_response,Volatile3,15,optimal_choice,0.5538461538461539,0.5638974358974359,0.5615384615384615,0.47692307692307695,0.6461538461538462
M7_single_alpha_full_response,Volatile3,16,choose_blue,0.38461538461538464,0.4173846153846154,0.4153846153846154,0.3230769230769231,0.5230769230769231
M7_single_alpha_full_response,Volatile3,16,optimal_choice,0.5846153846153846,0.5868205128205128,0.5846153846153846,0.47692307692307695,0.676923076923077
M7_single_alpha_full_response,Volatile3,17,choose_blue,0.36923076923076925,0.3593846153846154,0.35384615384615387,0.26153846153846155,0.4696153846153843
M7_single_alpha_full_response,Volatile3,17,optimal_choice,0.6615384615384615,0.6677948717948718,0.676923076923077,0.5692307692307692,0.7692307692307693
M7_single_alpha_full_response,Volatile3,18,choose_blue,0.4461538461538462,0.41471794871794876,0.4153846153846154,0.3230769230769231,0.5311538461538458
M7_single_alpha_full_response,Volatile3,18,optimal_choice,0.5538461538461539,0.5894871794871795,0.5846153846153846,0.48423076923076924,0.6923076923076923
M7_single_alpha_full_response,Volatile3,19,choose_blue,0.38461538461538464,0.41394871794871796,0.4153846153846154,0.3076923076923077,0.5384615384615384
M7_single_alpha_full_response,Volatile3,19,optimal_choice,0.6461538461538462,0.5998974358974359,0.6,0.47692307692307695,0.7076923076923077
M7_single_alpha_full_response,Volatile3,20,choose_blue,0.3384615384615385,0.42620512820512824,0.4307692307692308,0.3303846153846154,0.5076923076923077
M7_single_alpha_full_response,Volatile3,20,optimal_choice,0.6307692307692307,0.5666153846153846,0.5692307692307692,0.4688461538461539,0.676923076923077
