model,condition,trial_within_phase,metric,observed,posterior_predictive_mean,posterior_predictive_median,lower_95,upper_95
M4_block_alpha_full_response,Volatile2,10,choose_blue,0.6615384615384615,0.6011794871794872,0.6,0.5076923076923077,0.6923076923076923
M4_block_alpha_full_response,Volatile2,10,optimal_choice,0.639344262295082,0.6101092896174863,0.6065573770491803,0.5081967213114754,0.6885245901639344
M4_block_alpha_full_response,Volatile2,11,choose_blue,0.5384615384615384,0.5243589743589744,0.5230769230769231,0.40730769230769237,0.6307692307692307
M4_block_alpha_full_response,Volatile2,11,optimal_choice,0.603448275862069,0.610919540229885,0.6206896551724138,0.490948275862069,0.7159482758620686
M4_block_alpha_full_response,Volatile2,12,choose_blue,0.6153846153846154,0.5886153846153847,0.5846153846153846,0.47692307692307695,0.6923076923076923
M4_block_alpha_full_response,Volatile2,12,optimal_choice,0.5555555555555556,0.593915343915344,0.5873015873015873,0.48373015873015873,0.7067460317460315
M4_block_alpha_full_response,Volatile2,13,choose_blue,0.6,0.568923076923077,0.5692307692307692,0.46153846153846156,0.676923076923077
M4_block_alpha_full_response,Volatile2,13,optimal_choice,0.5538461538461539,0.6,0.6,0.49230769230769234,0.7076923076923077
M4_block_alpha_full_response,Volatile2,14,choose_blue,0.5846153846153846,0.5965641025641025,0.6,0.4996153846153847,0.6923076923076923
M4_block_alpha_full_response,Volatile2,14,optimal_choice,0.6507936507936508,0.6474603174603174,0.6507936507936508,0.5555555555555556,0.7384920634920631
M4_block_alpha_full_response,Volatile2,15,choose_blue,0.5384615384615384,0.6241025641025642,0.6307692307692307,0.5230769230769231,0.7384615384615385
M4_block_alpha_full_response,Volatile2,15,optimal_choice,0.4426229508196721,0.6128415300546448,0.6065573770491803,0.5081967213114754,0.7213114754098361
M4_block_alpha_full_response,Volatile2,16,choose_blue,0.6,0.6327179487179487,0.6307692307692307,0.5538461538461539,0.7230769230769231
M4_block_alpha_full_response,Volatile2,16,optimal_choice,0.639344262295082,0.6728415300546448,0.6721311475409836,0.5815573770491804,0.7704918032786885
M4_block_alpha_full_response,Volatile2,17,choose_blue,0.5846153846153846,0.5592307692307692,0.5538461538461539,0.46153846153846156,0.6615384615384615
M4_block_alpha_full_response,Volatile2,17,optimal_choice,0.6190476190476191,0.5932275132275132,0.5873015873015873,0.4996031746031746,0.6984126984126984
M4_block_alpha_full_response,Volatile2,18,choose_blue,0.5230769230769231,0.5708717948717948,0.5692307692307692,0.45346153846153847,0.6615384615384615
