model,ppc_draw,metric,value
M3_block_alpha_stickiness,175,switch_after_loss,0.45673758865248226
M3_block_alpha_stickiness,175,switch_after_no_loss,0.32779097387173395
M3_block_alpha_stickiness,176,optimal_choice,0.6031027795733678
M3_block_alpha_stickiness,176,choose_blue,0.5346153846153846
M3_block_alpha_stickiness,176,stay_rate,0.6034906270200388
M3_block_alpha_stickiness,176,switch_after_loss,0.46262219666474985
M3_block_alpha_stickiness,176,switch_after_no_loss,0.34249471458773784
M3_block_alpha_stickiness,177,optimal_choice,0.6016806722689075
M3_block_alpha_stickiness,177,choose_blue,0.5319230769230769
M3_block_alpha_stickiness,177,stay_rate,0.6059469941822883
M3_block_alpha_stickiness,177,switch_after_loss,0.4674036281179138
M3_block_alpha_stickiness,177,switch_after_no_loss,0.33254100309008794
M3_block_alpha_stickiness,178,optimal_choice,0.584873949579832
M3_block_alpha_stickiness,178,choose_blue,0.5197435897435897
M3_block_alpha_stickiness,178,stay_rate,0.6190045248868778
M3_block_alpha_stickiness,178,switch_after_loss,0.44667223614592033
M3_block_alpha_stickiness,178,switch_after_no_loss,0.32408301158301156
M3_block_alpha_stickiness,179,optimal_choice,0.6016806722689075
M3_block_alpha_stickiness,179,choose_blue,0.5297435897435897
M3_block_alpha_stickiness,179,stay_rate,0.604912734324499
M3_block_alpha_stickiness,179,switch_after_loss,0.46679853065837806
M3_block_alpha_stickiness,179,switch_after_no_loss,0.334604385128694
M3_block_alpha_stickiness,180,optimal_choice,0.5918552036199095
M3_block_alpha_stickiness,180,choose_blue,0.5160256410256411
M3_block_alpha_stickiness,180,stay_rate,0.6130575307045896
M3_block_alpha_stickiness,180,switch_after_loss,0.4530600941567433
M3_block_alpha_stickiness,180,switch_after_no_loss,0.3290494665373424
M3_block_alpha_stickiness,181,optimal_choice,0.6047834518422753
M3_block_alpha_stickiness,181,choose_blue,0.5188461538461538
M3_block_alpha_stickiness,181,stay_rate,0.6196509372979961
M3_block_alpha_stickiness,181,switch_after_loss,0.4646005117998294
M3_block_alpha_stickiness,181,switch_after_no_loss,0.310099573257468
M3_block_alpha_stickiness,182,optimal_choice,0.6071105365223012
M3_block_alpha_stickiness,182,choose_blue,0.5292307692307693
M3_block_alpha_stickiness,182,stay_rate,0.6059469941822883
M3_block_alpha_stickiness,182,switch_after_loss,0.4715470403202745
M3_block_alpha_stickiness,182,switch_after_no_loss,0.3301085417649835
M3_block_alpha_stickiness,183,optimal_choice,0.5936651583710407
M3_block_alpha_stickiness,183,choose_blue,0.5276923076923077
M3_block_alpha_stickiness,183,stay_rate,0.6104718810601164
M3_block_alpha_stickiness,183,switch_after_loss,0.4568006843455945
M3_block_alpha_stickiness,183,switch_after_no_loss,0.3337275307473983
M3_block_alpha_stickiness,184,optimal_choice,0.5882352941176471
M3_block_alpha_stickiness,184,choose_blue,0.5215384615384615
M3_block_alpha_stickiness,184,stay_rate,0.612152553329024
M3_block_alpha_stickiness,184,switch_after_loss,0.4568245125348189
M3_block_alpha_stickiness,184,switch_after_no_loss,0.3281061519903498
M3_block_alpha_stickiness,185,optimal_choice,0.5987071751777634
M3_block_alpha_stickiness,185,choose_blue,0.5176923076923077
M3_block_alpha_stickiness,185,stay_rate,0.617065287653523
M3_block_alpha_stickiness,185,switch_after_loss,0.4558782069354384
M3_block_alpha_stickiness,185,switch_after_no_loss,0.3211556829035339
M3_block_alpha_stickiness,186,optimal_choice,0.604912734324499
M3_block_alpha_stickiness,186,choose_blue,0.5214102564102564
M3_block_alpha_stickiness,186,stay_rate,0.6165481577246283
M3_block_alpha_stickiness,186,switch_after_loss,0.456150506512301
M3_block_alpha_stickiness,186,switch_after_no_loss,0.3247663551401869
M3_block_alpha_stickiness,187,optimal_choice,0.5954751131221719
M3_block_alpha_stickiness,187,choose_blue,0.5176923076923077
M3_block_alpha_stickiness,187,stay_rate,0.6072398190045248
M3_block_alpha_stickiness,187,switch_after_loss,0.4558740865654862
M3_block_alpha_stickiness,187,switch_after_no_loss,0.33899928178118266
M3_block_alpha_stickiness,188,optimal_choice,0.5914673561732385
M3_block_alpha_stickiness,188,choose_blue,0.5232051282051282
M3_block_alpha_stickiness,188,stay_rate,0.6231415643180349
M3_block_alpha_stickiness,188,switch_after_loss,0.4360692350642099
M3_block_alpha_stickiness,188,switch_after_no_loss,0.32578858656392967
M3_block_alpha_stickiness,189,optimal_choice,0.6073691014867485
M3_block_alpha_stickiness,189,choose_blue,0.5344871794871795
M3_block_alpha_stickiness,189,stay_rate,0.6118939883645766
M3_block_alpha_stickiness,189,switch_after_loss,0.4557321225879682
M3_block_alpha_stickiness,189,switch_after_no_loss,0.33151270482070766
M3_block_alpha_stickiness,190,optimal_choice,0.5884938590820944
M3_block_alpha_stickiness,190,choose_blue,0.5242307692307693
M3_block_alpha_stickiness,190,stay_rate,0.6106011635423401
M3_block_alpha_stickiness,190,switch_after_loss,0.4557459960663108
M3_block_alpha_stickiness,190,switch_after_no_loss,0.3328544061302682
M3_block_alpha_stickiness,191,optimal_choice,0.5997414350355527
M3_block_alpha_stickiness,191,choose_blue,0.5325641025641026
M3_block_alpha_stickiness,191,stay_rate,0.6236586942469295
M3_block_alpha_stickiness,191,switch_after_loss,0.4414338131526955
M3_block_alpha_stickiness,191,switch_after_no_loss,0.3213263358778626
M3_block_alpha_stickiness,192,optimal_choice,0.6029734970911441
M3_block_alpha_stickiness,192,choose_blue,0.525
M3_block_alpha_stickiness,192,stay_rate,0.6068519715578539
M3_block_alpha_stickiness,192,switch_after_loss,0.46386222473178995
M3_block_alpha_stickiness,192,switch_after_no_loss,0.3334128309086573
M3_block_alpha_stickiness,193,optimal_choice,0.6046541693600517
M3_block_alpha_stickiness,193,choose_blue,0.5223076923076924
M3_block_alpha_stickiness,193,stay_rate,0.6063348416289592
M3_block_alpha_stickiness,193,switch_after_loss,0.46933033202025887
M3_block_alpha_stickiness,193,switch_after_no_loss,0.32934704616120547
M3_block_alpha_stickiness,194,optimal_choice,0.6033613445378151
M3_block_alpha_stickiness,194,choose_blue,0.5266666666666666
M3_block_alpha_stickiness,194,stay_rate,0.6148674854557208
M3_block_alpha_stickiness,194,switch_after_loss,0.4564791491743633
M3_block_alpha_stickiness,194,switch_after_no_loss,0.32388274867851996
M3_block_alpha_stickiness,195,optimal_choice,0.5912087912087912
M3_block_alpha_stickiness,195,choose_blue,0.522051282051282
M3_block_alpha_stickiness,195,stay_rate,0.6148674854557208
M3_block_alpha_stickiness,195,switch_after_loss,0.4415907207953604
M3_block_alpha_stickiness,195,switch_after_no_loss,0.3354399611084103
M3_block_alpha_stickiness,196,optimal_choice,0.6014221073044602
M3_block_alpha_stickiness,196,choose_blue,0.5301282051282051
M3_block_alpha_stickiness,196,stay_rate,0.6175824175824176
M3_block_alpha_stickiness,196,switch_after_loss,0.46588235294117647
M3_block_alpha_stickiness,196,switch_after_no_loss,0.3169550173010381
M3_block_alpha_stickiness,197,optimal_choice,0.6151260504201681
M3_block_alpha_stickiness,197,choose_blue,0.5187179487179487
M3_block_alpha_stickiness,197,stay_rate,0.6120232708468003
M3_block_alpha_stickiness,197,switch_after_loss,0.46571018651362983
M3_block_alpha_stickiness,197,switch_after_no_loss,0.32423529411764707
M3_block_alpha_stickiness,198,optimal_choice,0.6027149321266968
M3_block_alpha_stickiness,198,choose_blue,0.526025641025641
M3_block_alpha_stickiness,198,stay_rate,0.6106011635423401
M3_block_alpha_stickiness,198,switch_after_loss,0.45768025078369906
M3_block_alpha_stickiness,198,switch_after_no_loss,0.33270231897775676
M3_block_alpha_stickiness,199,optimal_choice,0.5930187459599224
M3_block_alpha_stickiness,199,choose_blue,0.517948717948718
M3_block_alpha_stickiness,199,stay_rate,0.6186166774402069
M3_block_alpha_stickiness,199,switch_after_loss,0.44297994269340973
M3_block_alpha_stickiness,199,switch_after_no_loss,0.33074204946996466
M3_block_alpha_stickiness,200,optimal_choice,0.6056884292178409
M3_block_alpha_stickiness,200,choose_blue,0.5256410256410257
M3_block_alpha_stickiness,200,stay_rate,0.6059469941822883
M3_block_alpha_stickiness,200,switch_after_loss,0.4754888070274865
M3_block_alpha_stickiness,200,switch_after_no_loss,0.3257251545411317
M3_block_alpha_stickiness,201,optimal_choice,0.584873949579832
M3_block_alpha_stickiness,201,choose_blue,0.5332051282051282
M3_block_alpha_stickiness,201,stay_rate,0.6165481577246283
M3_block_alpha_stickiness,201,switch_after_loss,0.4352009054895303
M3_block_alpha_stickiness,201,switch_after_no_loss,0.339919066888836
M3_block_alpha_stickiness,202,optimal_choice,0.5971557853910795
M3_block_alpha_stickiness,202,choose_blue,0.5193589743589744
M3_block_alpha_stickiness,202,stay_rate,0.612152553329024
M3_block_alpha_stickiness,202,switch_after_loss,0.4497755331088664
M3_block_alpha_stickiness,202,switch_after_no_loss,0.3349316710620954
M3_block_alpha_stickiness,203,optimal_choice,0.593923723335488
M3_block_alpha_stickiness,203,choose_blue,0.5293589743589744
M3_block_alpha_stickiness,203,stay_rate,0.6011635423400129
M3_block_alpha_stickiness,203,switch_after_loss,0.46744384418538526
M3_block_alpha_stickiness,203,switch_after_no_loss,0.34163110478899955
M3_block_alpha_stickiness,204,optimal_choice,0.5980607627666451
M3_block_alpha_stickiness,204,choose_blue,0.5376923076923077
M3_block_alpha_stickiness,204,stay_rate,0.6195216548157725
M3_block_alpha_stickiness,204,switch_after_loss,0.44457142857142856
M3_block_alpha_stickiness,204,switch_after_no_loss,0.32750885478158204
M3_block_alpha_stickiness,205,optimal_choice,0.5954751131221719
M3_block_alpha_stickiness,205,choose_blue,0.5253846153846153
M3_block_alpha_stickiness,205,stay_rate,0.6161603102779574
M3_block_alpha_stickiness,205,switch_after_loss,0.449528563505269
M3_block_alpha_stickiness,205,switch_after_no_loss,0.3264713005570356
M3_block_alpha_stickiness,206,optimal_choice,0.5846153846153846
M3_block_alpha_stickiness,206,choose_blue,0.5279487179487179
M3_block_alpha_stickiness,206,stay_rate,0.6093083387201034
M3_block_alpha_stickiness,206,switch_after_loss,0.4494658997534922
M3_block_alpha_stickiness,206,switch_after_no_loss,0.3381488736532811
M3_block_alpha_stickiness,207,optimal_choice,0.6080155138978668
M3_block_alpha_stickiness,207,choose_blue,0.5232051282051282
M3_block_alpha_stickiness,207,stay_rate,0.6190045248868778
M3_block_alpha_stickiness,207,switch_after_loss,0.45498301245753114
M3_block_alpha_stickiness,207,switch_after_no_loss,0.31881989055436594
M3_block_alpha_stickiness,208,optimal_choice,0.6010342598577892
M3_block_alpha_stickiness,208,choose_blue,0.5274358974358975
M3_block_alpha_stickiness,208,stay_rate,0.6078862314156431
M3_block_alpha_stickiness,208,switch_after_loss,0.46622401847575057
M3_block_alpha_stickiness,208,switch_after_no_loss,0.33200655584172323
M3_block_alpha_stickiness,209,optimal_choice,0.6084033613445378
M3_block_alpha_stickiness,209,choose_blue,0.5194871794871795
M3_block_alpha_stickiness,209,stay_rate,0.6204266321913381
M3_block_alpha_stickiness,209,switch_after_loss,0.45718349928876245
M3_block_alpha_stickiness,209,switch_after_no_loss,0.31492890995260664
M3_block_alpha_stickiness,210,optimal_choice,0.5944408532643827
M3_block_alpha_stickiness,210,choose_blue,0.5262820512820513
M3_block_alpha_stickiness,210,stay_rate,0.6129282482223659
M3_block_alpha_stickiness,210,switch_after_loss,0.4542905215928211
M3_block_alpha_stickiness,210,switch_after_no_loss,0.32957543775485726
M3_block_alpha_stickiness,211,optimal_choice,0.6094376212023271
M3_block_alpha_stickiness,211,choose_blue,0.522948717948718
M3_block_alpha_stickiness,211,stay_rate,0.6081447963800904
M3_block_alpha_stickiness,211,switch_after_loss,0.4646840148698885
M3_block_alpha_stickiness,211,switch_after_no_loss,0.3317602642756017
M3_block_alpha_stickiness,212,optimal_choice,0.5958629605688429
M3_block_alpha_stickiness,212,choose_blue,0.5223076923076924
M3_block_alpha_stickiness,212,stay_rate,0.621590174531351
M3_block_alpha_stickiness,212,switch_after_loss,0.44682048396173324
M3_block_alpha_stickiness,212,switch_after_no_loss,0.3202583114087539
M3_block_alpha_stickiness,213,optimal_choice,0.5895281189398837
M3_block_alpha_stickiness,213,choose_blue,0.5293589743589744
M3_block_alpha_stickiness,213,stay_rate,0.6106011635423401
M3_block_alpha_stickiness,213,switch_after_loss,0.4526668528344038
M3_block_alpha_stickiness,213,switch_after_no_loss,0.33485796822339914
M3_block_alpha_stickiness,214,optimal_choice,0.604137039431157
M3_block_alpha_stickiness,214,choose_blue,0.5230769230769231
M3_block_alpha_stickiness,214,stay_rate,0.6124111182934713
M3_block_alpha_stickiness,214,switch_after_loss,0.4632862288722638
M3_block_alpha_stickiness,214,switch_after_no_loss,0.3213766359670383
M3_block_alpha_stickiness,215,optimal_choice,0.6029734970911441
M3_block_alpha_stickiness,215,choose_blue,0.5303846153846153
M3_block_alpha_stickiness,215,stay_rate,0.6059469941822883
M3_block_alpha_stickiness,215,switch_after_loss,0.46934097421203436
M3_block_alpha_stickiness,215,switch_after_no_loss,0.3321554770318021
M3_block_alpha_stickiness,216,optimal_choice,0.6072398190045248
M3_block_alpha_stickiness,216,choose_blue,0.5271794871794871
M3_block_alpha_stickiness,216,stay_rate,0.6094376212023271
M3_block_alpha_stickiness,216,switch_after_loss,0.47017045454545453
M3_block_alpha_stickiness,216,switch_after_no_loss,0.3240806642941874
M3_block_alpha_stickiness,217,optimal_choice,0.609049773755656
M3_block_alpha_stickiness,217,choose_blue,0.5379487179487179
M3_block_alpha_stickiness,217,stay_rate,0.6047834518422753
M3_block_alpha_stickiness,217,switch_after_loss,0.46960227272727273
M3_block_alpha_stickiness,217,switch_after_no_loss,0.3330960854092527
M3_block_alpha_stickiness,218,optimal_choice,0.5930187459599224
M3_block_alpha_stickiness,218,choose_blue,0.5153846153846153
M3_block_alpha_stickiness,218,stay_rate,0.61590174531351
M3_block_alpha_stickiness,218,switch_after_loss,0.44397759103641454
M3_block_alpha_stickiness,218,switch_after_no_loss,0.33277310924369746
M3_block_alpha_stickiness,219,optimal_choice,0.595087265675501
M3_block_alpha_stickiness,219,choose_blue,0.5191025641025641
M3_block_alpha_stickiness,219,stay_rate,0.6093083387201034
M3_block_alpha_stickiness,219,switch_after_loss,0.46171107994389904
M3_block_alpha_stickiness,219,switch_after_no_loss,0.3299760191846523
M3_block_alpha_stickiness,220,optimal_choice,0.5941822882999354
M3_block_alpha_stickiness,220,choose_blue,0.5307692307692308
M3_block_alpha_stickiness,220,stay_rate,0.6157724628312864
M3_block_alpha_stickiness,220,switch_after_loss,0.4521985815602837
M3_block_alpha_stickiness,220,switch_after_no_loss,0.3273159144893112
M3_block_alpha_stickiness,221,optimal_choice,0.5983193277310924
M3_block_alpha_stickiness,221,choose_blue,0.5146153846153846
M3_block_alpha_stickiness,221,stay_rate,0.6131868131868132
M3_block_alpha_stickiness,221,switch_after_loss,0.4450305385896724
M3_block_alpha_stickiness,221,switch_after_no_loss,0.33607548995886766
M3_block_alpha_stickiness,222,optimal_choice,0.5906916612798966
M3_block_alpha_stickiness,222,choose_blue,0.5191025641025641
M3_block_alpha_stickiness,222,stay_rate,0.611764705882353
M3_block_alpha_stickiness,222,switch_after_loss,0.455205135361429
M3_block_alpha_stickiness,222,switch_after_no_loss,0.3304431599229287
M3_block_alpha_stickiness,223,optimal_choice,0.5887524240465417
M3_block_alpha_stickiness,223,choose_blue,0.522051282051282
M3_block_alpha_stickiness,223,stay_rate,0.6177117000646413
M3_block_alpha_stickiness,223,switch_after_loss,0.44956691813355687
M3_block_alpha_stickiness,223,switch_after_no_loss,0.32435033686236764
M3_block_alpha_stickiness,224,optimal_choice,0.6077569489334195
M3_block_alpha_stickiness,224,choose_blue,0.5185897435897436
M3_block_alpha_stickiness,224,stay_rate,0.6076276664511958
M3_block_alpha_stickiness,224,switch_after_loss,0.45760776477305165
M3_block_alpha_stickiness,224,switch_after_no_loss,0.3383742911153119
M3_block_alpha_stickiness,225,optimal_choice,0.6058177117000646
M3_block_alpha_stickiness,225,choose_blue,0.5226923076923077
M3_block_alpha_stickiness,225,stay_rate,0.6222365869424693
M3_block_alpha_stickiness,225,switch_after_loss,0.456459874786568
M3_block_alpha_stickiness,225,switch_after_no_loss,0.3122482823975361
M3_block_alpha_stickiness,226,optimal_choice,0.5905623787976729
M3_block_alpha_stickiness,226,choose_blue,0.5158974358974359
M3_block_alpha_stickiness,226,stay_rate,0.5932773109243697
M3_block_alpha_stickiness,226,switch_after_loss,0.4752475247524752
M3_block_alpha_stickiness,226,switch_after_no_loss,0.34593803366674797
M3_block_alpha_stickiness,227,optimal_choice,0.6076276664511958
M3_block_alpha_stickiness,227,choose_blue,0.5271794871794871
M3_block_alpha_stickiness,227,stay_rate,0.5990950226244344
M3_block_alpha_stickiness,227,switch_after_loss,0.4747725392886683
M3_block_alpha_stickiness,227,switch_after_no_loss,0.3356864654333009
M3_block_alpha_stickiness,228,optimal_choice,0.5909502262443439
M3_block_alpha_stickiness,228,choose_blue,0.5228205128205128
M3_block_alpha_stickiness,228,stay_rate,0.5930187459599224
M3_block_alpha_stickiness,228,switch_after_loss,0.47474460839954596
M3_block_alpha_stickiness,228,switch_after_no_loss,0.35027309427689385
M3_block_alpha_stickiness,229,optimal_choice,0.6012928248222366
M3_block_alpha_stickiness,229,choose_blue,0.5215384615384615
M3_block_alpha_stickiness,229,stay_rate,0.6139625080801552
M3_block_alpha_stickiness,229,switch_after_loss,0.45639288738357325
M3_block_alpha_stickiness,229,switch_after_no_loss,0.32657442748091603
M3_block_alpha_stickiness,230,optimal_choice,0.609049773755656
M3_block_alpha_stickiness,230,choose_blue,0.5261538461538462
M3_block_alpha_stickiness,230,stay_rate,0.5913380736910149
M3_block_alpha_stickiness,230,switch_after_loss,0.4768663071246097
M3_block_alpha_stickiness,230,switch_after_no_loss,0.3516144349477683
M3_block_alpha_stickiness,231,optimal_choice,0.5921137685843568
M3_block_alpha_stickiness,231,choose_blue,0.5356410256410257
M3_block_alpha_stickiness,231,stay_rate,0.6094376212023271
M3_block_alpha_stickiness,231,switch_after_loss,0.45835662381218556
M3_block_alpha_stickiness,231,switch_after_no_loss,0.3322107288910272
M3_block_alpha_stickiness,232,optimal_choice,0.5983193277310924
M3_block_alpha_stickiness,232,choose_blue,0.5183333333333333
M3_block_alpha_stickiness,232,stay_rate,0.6071105365223012
M3_block_alpha_stickiness,232,switch_after_loss,0.4731152204836415
M3_block_alpha_stickiness,232,switch_after_no_loss,0.32606635071090045
M3_block_alpha_stickiness,233,optimal_choice,0.5952165481577246
M3_block_alpha_stickiness,233,choose_blue,0.5125641025641026
M3_block_alpha_stickiness,233,stay_rate,0.5913380736910149
M3_block_alpha_stickiness,233,switch_after_loss,0.47591362126245845
M3_block_alpha_stickiness,233,switch_after_no_loss,0.34974533106960953
M3_block_alpha_stickiness,234,optimal_choice,0.6002585649644473
M3_block_alpha_stickiness,234,choose_blue,0.536025641025641
M3_block_alpha_stickiness,234,stay_rate,0.6034906270200388
M3_block_alpha_stickiness,234,switch_after_loss,0.4680249009620826
M3_block_alpha_stickiness,234,switch_after_no_loss,0.3363484884551297
M3_block_alpha_stickiness,235,optimal_choice,0.6021978021978022
M3_block_alpha_stickiness,235,choose_blue,0.5226923076923077
M3_block_alpha_stickiness,235,stay_rate,0.6129282482223659
M3_block_alpha_stickiness,235,switch_after_loss,0.4576027594136246
M3_block_alpha_stickiness,235,switch_after_no_loss,0.3294172932330827
M3_block_alpha_stickiness,236,optimal_choice,0.6072398190045248
M3_block_alpha_stickiness,236,choose_blue,0.5224358974358975
M3_block_alpha_stickiness,236,stay_rate,0.6042663219133807
M3_block_alpha_stickiness,236,switch_after_loss,0.4769187199093741
M3_block_alpha_stickiness,236,switch_after_no_loss,0.3275451950523311
M3_block_alpha_stickiness,237,optimal_choice,0.58939883645766
M3_block_alpha_stickiness,237,choose_blue,0.5296153846153846
M3_block_alpha_stickiness,237,stay_rate,0.6068519715578539
M3_block_alpha_stickiness,237,switch_after_loss,0.4560224089635854
M3_block_alpha_stickiness,237,switch_after_no_loss,0.33925570228091234
M3_block_alpha_stickiness,238,optimal_choice,0.589786683904331
M3_block_alpha_stickiness,238,choose_blue,0.5180769230769231
M3_block_alpha_stickiness,238,stay_rate,0.598836457659987
M3_block_alpha_stickiness,238,switch_after_loss,0.47106288258208123
M3_block_alpha_stickiness,238,switch_after_no_loss,0.3404974643805844
M3_block_alpha_stickiness,239,optimal_choice,0.6023270846800258
M3_block_alpha_stickiness,239,choose_blue,0.513974358974359
M3_block_alpha_stickiness,239,stay_rate,0.6271493212669683
M3_block_alpha_stickiness,239,switch_after_loss,0.4314663664508866
M3_block_alpha_stickiness,239,switch_after_no_loss,0.3230511716881875
M3_block_alpha_stickiness,240,optimal_choice,0.6036199095022624
M3_block_alpha_stickiness,240,choose_blue,0.525
M3_block_alpha_stickiness,240,stay_rate,0.6063348416289592
M3_block_alpha_stickiness,240,switch_after_loss,0.4696180555555556
M3_block_alpha_stickiness,240,switch_after_no_loss,0.332320635662538
M3_block_alpha_stickiness,241,optimal_choice,0.6014221073044602
M3_block_alpha_stickiness,241,choose_blue,0.5314102564102564
M3_block_alpha_stickiness,241,stay_rate,0.5961215255332902
M3_block_alpha_stickiness,241,switch_after_loss,0.4705052215636466
M3_block_alpha_stickiness,241,switch_after_no_loss,0.3475667938931298
M3_block_alpha_stickiness,242,optimal_choice,0.6085326438267614
M3_block_alpha_stickiness,242,choose_blue,0.5133333333333333
M3_block_alpha_stickiness,242,stay_rate,0.6237879767291532
M3_block_alpha_stickiness,242,switch_after_loss,0.4511707595659623
M3_block_alpha_stickiness,242,switch_after_no_loss,0.3141979683439641
M3_block_alpha_stickiness,243,optimal_choice,0.5954751131221719
M3_block_alpha_stickiness,243,choose_blue,0.5088461538461538
M3_block_alpha_stickiness,243,stay_rate,0.5959922430510666
M3_block_alpha_stickiness,243,switch_after_loss,0.4739178690344062
M3_block_alpha_stickiness,243,switch_after_no_loss,0.3430162188332123
M3_block_alpha_stickiness,244,optimal_choice,0.5895281189398837
M3_block_alpha_stickiness,244,choose_blue,0.5269230769230769
M3_block_alpha_stickiness,244,stay_rate,0.6135746606334842
M3_block_alpha_stickiness,244,switch_after_loss,0.43862565807702963
M3_block_alpha_stickiness,244,switch_after_no_loss,0.34076587493940863
M3_block_alpha_stickiness,245,optimal_choice,0.6014221073044602
M3_block_alpha_stickiness,245,choose_blue,0.5212820512820513
M3_block_alpha_stickiness,245,stay_rate,0.6091790562378797
M3_block_alpha_stickiness,245,switch_after_loss,0.45740534521158127
M3_block_alpha_stickiness,245,switch_after_no_loss,0.333091962346126
M3_block_alpha_stickiness,246,optimal_choice,0.5959922430510666
M3_block_alpha_stickiness,246,choose_blue,0.5384615384615384
M3_block_alpha_stickiness,246,stay_rate,0.609049773755656
M3_block_alpha_stickiness,246,switch_after_loss,0.4612994350282486
M3_block_alpha_stickiness,246,switch_after_no_loss,0.33158522050059597
M3_block_alpha_stickiness,247,optimal_choice,0.6067226890756302
M3_block_alpha_stickiness,247,choose_blue,0.5367948717948718
M3_block_alpha_stickiness,247,stay_rate,0.5981900452488688
M3_block_alpha_stickiness,247,switch_after_loss,0.4894842984730625
M3_block_alpha_stickiness,247,switch_after_no_loss,0.3304409005628518
M3_block_alpha_stickiness,248,optimal_choice,0.5975436328377505
M3_block_alpha_stickiness,248,choose_blue,0.5255128205128206
M3_block_alpha_stickiness,248,stay_rate,0.6241758241758242
M3_block_alpha_stickiness,248,switch_after_loss,0.4507874015748031
M3_block_alpha_stickiness,248,switch_after_no_loss,0.3120363723378799
M3_block_alpha_stickiness,249,optimal_choice,0.5989657401422107
M3_block_alpha_stickiness,249,choose_blue,0.5111538461538462
M3_block_alpha_stickiness,249,stay_rate,0.6107304460245637
M3_block_alpha_stickiness,249,switch_after_loss,0.4507120915945267
M3_block_alpha_stickiness,249,switch_after_no_loss,0.3363023591718825
M3_block_alpha_stickiness,250,optimal_choice,0.590174531351002
M3_block_alpha_stickiness,250,choose_blue,0.5307692307692308
M3_block_alpha_stickiness,250,stay_rate,0.6094376212023271
M3_block_alpha_stickiness,250,switch_after_loss,0.46013986013986014
M3_block_alpha_stickiness,250,switch_after_no_loss,0.33076923076923076
M3_block_alpha_stickiness,251,optimal_choice,0.5967679379444085
M3_block_alpha_stickiness,251,choose_blue,0.5148717948717949
M3_block_alpha_stickiness,251,stay_rate,0.6096961861667745
M3_block_alpha_stickiness,251,switch_after_loss,0.4541399498187901
M3_block_alpha_stickiness,251,switch_after_no_loss,0.3351012536162006
M3_block_alpha_stickiness,252,optimal_choice,0.6059469941822883
M3_block_alpha_stickiness,252,choose_blue,0.5232051282051282
M3_block_alpha_stickiness,252,stay_rate,0.6102133160956691
M3_block_alpha_stickiness,252,switch_after_loss,0.4539928156949434
M3_block_alpha_stickiness,252,switch_after_no_loss,0.3333333333333333
M3_block_alpha_stickiness,253,optimal_choice,0.5997414350355527
M3_block_alpha_stickiness,253,choose_blue,0.53
M3_block_alpha_stickiness,253,stay_rate,0.6240465416936005
M3_block_alpha_stickiness,253,switch_after_loss,0.44519966015293116
M3_block_alpha_stickiness,253,switch_after_no_loss,0.31779257849666986
M3_block_alpha_stickiness,254,optimal_choice,0.6015513897866839
M3_block_alpha_stickiness,254,choose_blue,0.5117948717948718
M3_block_alpha_stickiness,254,stay_rate,0.6076276664511958
M3_block_alpha_stickiness,254,switch_after_loss,0.45988857938718664
M3_block_alpha_stickiness,254,switch_after_no_loss,0.3338962605548854
M3_block_alpha_stickiness,255,optimal_choice,0.5976729153199741
M3_block_alpha_stickiness,255,choose_blue,0.5174358974358975
M3_block_alpha_stickiness,255,stay_rate,0.6065934065934065
M3_block_alpha_stickiness,255,switch_after_loss,0.4689966178128523
M3_block_alpha_stickiness,255,switch_after_no_loss,0.32935275853833296
M3_block_alpha_stickiness,256,optimal_choice,0.5945701357466063
M3_block_alpha_stickiness,256,choose_blue,0.5224358974358975
M3_block_alpha_stickiness,256,stay_rate,0.604912734324499
M3_block_alpha_stickiness,256,switch_after_loss,0.4550235261555494
M3_block_alpha_stickiness,256,switch_after_no_loss,0.3425521591460456
M3_block_alpha_stickiness,257,optimal_choice,0.6005171299288946
M3_block_alpha_stickiness,257,choose_blue,0.5226923076923077
M3_block_alpha_stickiness,257,stay_rate,0.6126696832579186
M3_block_alpha_stickiness,257,switch_after_loss,0.4628311022500712
M3_block_alpha_stickiness,257,switch_after_no_loss,0.32457386363636365
M3_block_alpha_stickiness,258,optimal_choice,0.6024563671622495
M3_block_alpha_stickiness,258,choose_blue,0.5155128205128205
M3_block_alpha_stickiness,258,stay_rate,0.6169360051712993
M3_block_alpha_stickiness,258,switch_after_loss,0.4564489112227806
M3_block_alpha_stickiness,258,switch_after_no_loss,0.31976884180110765
M3_block_alpha_stickiness,259,optimal_choice,0.6021978021978022
M3_block_alpha_stickiness,259,choose_blue,0.5278205128205128
M3_block_alpha_stickiness,259,stay_rate,0.6108597285067874
M3_block_alpha_stickiness,259,switch_after_loss,0.4721254355400697
M3_block_alpha_stickiness,259,switch_after_no_loss,0.3225355395012818
M3_block_alpha_stickiness,260,optimal_choice,0.5984486102133161
M3_block_alpha_stickiness,260,choose_blue,0.5311538461538462
M3_block_alpha_stickiness,260,stay_rate,0.611376858435682
M3_block_alpha_stickiness,260,switch_after_loss,0.45082433200682204
M3_block_alpha_stickiness,260,switch_after_no_loss,0.3367322741285274
M3_block_alpha_stickiness,261,optimal_choice,0.5949579831932773
M3_block_alpha_stickiness,261,choose_blue,0.5273076923076923
M3_block_alpha_stickiness,261,stay_rate,0.6144796380090498
M3_block_alpha_stickiness,261,switch_after_loss,0.45646661031276414
M3_block_alpha_stickiness,261,switch_after_no_loss,0.325370281892021
M3_block_alpha_stickiness,262,optimal_choice,0.6021978021978022
