model,ppc_draw,condition,metric,value
M3_block_alpha_stickiness,212,Volatile3,optimal_choice,0.5838461538461538
M3_block_alpha_stickiness,212,Volatile3,choose_blue,0.4276923076923077
M3_block_alpha_stickiness,212,Volatile3,stay_rate,0.6192307692307693
M3_block_alpha_stickiness,212,Volatile3,switch_after_loss,0.4567699836867863
M3_block_alpha_stickiness,212,Volatile3,switch_after_no_loss,0.3129548762736536
M3_block_alpha_stickiness,213,Stable,optimal_choice,0.59
M3_block_alpha_stickiness,213,Stable,choose_blue,0.5664102564102564
M3_block_alpha_stickiness,213,Stable,stay_rate,0.6099087353324641
M3_block_alpha_stickiness,213,Stable,switch_after_loss,0.44895657078398193
M3_block_alpha_stickiness,213,Stable,switch_after_no_loss,0.3394762366634336
M3_block_alpha_stickiness,213,Volatile1,optimal_choice,0.5853846153846154
M3_block_alpha_stickiness,213,Volatile1,choose_blue,0.46
M3_block_alpha_stickiness,213,Volatile1,stay_rate,0.6184615384615385
M3_block_alpha_stickiness,213,Volatile1,switch_after_loss,0.4302134646962233
M3_block_alpha_stickiness,213,Volatile1,switch_after_no_loss,0.3386396526772793
M3_block_alpha_stickiness,213,Volatile2,optimal_choice,0.622672064777328
M3_block_alpha_stickiness,213,Volatile2,choose_blue,0.5723076923076923
M3_block_alpha_stickiness,213,Volatile2,stay_rate,0.6038461538461538
M3_block_alpha_stickiness,213,Volatile2,switch_after_loss,0.4812925170068027
M3_block_alpha_stickiness,213,Volatile2,switch_after_no_loss,0.3258426966292135
M3_block_alpha_stickiness,213,Volatile3,optimal_choice,0.5607692307692308
M3_block_alpha_stickiness,213,Volatile3,choose_blue,0.44461538461538463
M3_block_alpha_stickiness,213,Volatile3,stay_rate,0.6115384615384616
M3_block_alpha_stickiness,213,Volatile3,switch_after_loss,0.4582651391162029
M3_block_alpha_stickiness,213,Volatile3,switch_after_no_loss,0.3265602322206096
M3_block_alpha_stickiness,214,Stable,optimal_choice,0.6038461538461538
M3_block_alpha_stickiness,214,Stable,choose_blue,0.5648717948717948
M3_block_alpha_stickiness,214,Stable,stay_rate,0.61251629726206
M3_block_alpha_stickiness,214,Stable,switch_after_loss,0.4614967462039046
M3_block_alpha_stickiness,214,Stable,switch_after_no_loss,0.31893520843797085
M3_block_alpha_stickiness,214,Volatile1,optimal_choice,0.6307692307692307
M3_block_alpha_stickiness,214,Volatile1,choose_blue,0.40384615384615385
M3_block_alpha_stickiness,214,Volatile1,stay_rate,0.6038461538461538
M3_block_alpha_stickiness,214,Volatile1,switch_after_loss,0.4973821989528796
M3_block_alpha_stickiness,214,Volatile1,switch_after_no_loss,0.31636863823933975
M3_block_alpha_stickiness,214,Volatile2,optimal_choice,0.6186234817813765
M3_block_alpha_stickiness,214,Volatile2,choose_blue,0.59
M3_block_alpha_stickiness,214,Volatile2,stay_rate,0.6223076923076923
M3_block_alpha_stickiness,214,Volatile2,switch_after_loss,0.4540727902946274
M3_block_alpha_stickiness,214,Volatile2,switch_after_no_loss,0.31673582295988933
M3_block_alpha_stickiness,214,Volatile3,optimal_choice,0.5646153846153846
M3_block_alpha_stickiness,214,Volatile3,choose_blue,0.45
M3_block_alpha_stickiness,214,Volatile3,stay_rate,0.6107692307692307
M3_block_alpha_stickiness,214,Volatile3,switch_after_loss,0.44552845528455287
M3_block_alpha_stickiness,214,Volatile3,switch_after_no_loss,0.3386861313868613
M3_block_alpha_stickiness,215,Stable,optimal_choice,0.6176923076923077
M3_block_alpha_stickiness,215,Stable,choose_blue,0.573076923076923
M3_block_alpha_stickiness,215,Stable,stay_rate,0.603129074315515
M3_block_alpha_stickiness,215,Stable,switch_after_loss,0.4820809248554913
M3_block_alpha_stickiness,215,Stable,switch_after_no_loss,0.3268408551068884
M3_block_alpha_stickiness,215,Volatile1,optimal_choice,0.5969230769230769
M3_block_alpha_stickiness,215,Volatile1,choose_blue,0.41923076923076924
M3_block_alpha_stickiness,215,Volatile1,stay_rate,0.6053846153846154
M3_block_alpha_stickiness,215,Volatile1,switch_after_loss,0.44939965694682676
M3_block_alpha_stickiness,215,Volatile1,switch_after_no_loss,0.3500697350069735
M3_block_alpha_stickiness,215,Volatile2,optimal_choice,0.61457489878542515
M3_block_alpha_stickiness,215,Volatile2,choose_blue,0.5907692307692308
M3_block_alpha_stickiness,215,Volatile2,stay_rate,0.6092307692307692
M3_block_alpha_stickiness,215,Volatile2,switch_after_loss,0.4669051878354204
M3_block_alpha_stickiness,215,Volatile2,switch_after_no_loss,0.3333333333333333
M3_block_alpha_stickiness,215,Volatile3,optimal_choice,0.5538461538461539
M3_block_alpha_stickiness,215,Volatile3,choose_blue,0.4530769230769231
M3_block_alpha_stickiness,215,Volatile3,stay_rate,0.6115384615384616
M3_block_alpha_stickiness,215,Volatile3,switch_after_loss,0.4546925566343042
M3_block_alpha_stickiness,215,Volatile3,switch_after_no_loss,0.3284457478005865
M3_block_alpha_stickiness,216,Stable,optimal_choice,0.6112820512820513
M3_block_alpha_stickiness,216,Stable,choose_blue,0.58
M3_block_alpha_stickiness,216,Stable,stay_rate,0.6046936114732725
M3_block_alpha_stickiness,216,Stable,switch_after_loss,0.4701195219123506
M3_block_alpha_stickiness,216,Stable,switch_after_no_loss,0.3320500481231954
M3_block_alpha_stickiness,216,Volatile1,optimal_choice,0.6292307692307693
M3_block_alpha_stickiness,216,Volatile1,choose_blue,0.4084615384615385
M3_block_alpha_stickiness,216,Volatile1,stay_rate,0.6161538461538462
M3_block_alpha_stickiness,216,Volatile1,switch_after_loss,0.4784110535405872
M3_block_alpha_stickiness,216,Volatile1,switch_after_no_loss,0.3079056865464632
M3_block_alpha_stickiness,216,Volatile2,optimal_choice,0.6048582995951417
M3_block_alpha_stickiness,216,Volatile2,choose_blue,0.5738461538461539
M3_block_alpha_stickiness,216,Volatile2,stay_rate,0.62
M3_block_alpha_stickiness,216,Volatile2,switch_after_loss,0.4573913043478261
M3_block_alpha_stickiness,216,Volatile2,switch_after_no_loss,0.31862068965517243
M3_block_alpha_stickiness,216,Volatile3,optimal_choice,0.5753846153846154
M3_block_alpha_stickiness,216,Volatile3,choose_blue,0.44076923076923075
M3_block_alpha_stickiness,216,Volatile3,stay_rate,0.6061538461538462
M3_block_alpha_stickiness,216,Volatile3,switch_after_loss,0.4745484400656814
M3_block_alpha_stickiness,216,Volatile3,switch_after_no_loss,0.3227206946454414
M3_block_alpha_stickiness,217,Stable,optimal_choice,0.6189743589743589
M3_block_alpha_stickiness,217,Stable,choose_blue,0.5866666666666667
M3_block_alpha_stickiness,217,Stable,stay_rate,0.6049543676662321
M3_block_alpha_stickiness,217,Stable,switch_after_loss,0.47772567409144195
M3_block_alpha_stickiness,217,Stable,switch_after_no_loss,0.3287928604978863
M3_block_alpha_stickiness,217,Volatile1,optimal_choice,0.5838461538461538
M3_block_alpha_stickiness,217,Volatile1,choose_blue,0.4523076923076923
M3_block_alpha_stickiness,217,Volatile1,stay_rate,0.6038461538461538
M3_block_alpha_stickiness,217,Volatile1,switch_after_loss,0.44745222929936307
M3_block_alpha_stickiness,217,Volatile1,switch_after_no_loss,0.3482142857142857
M3_block_alpha_stickiness,217,Volatile2,optimal_choice,0.6178137651821862
M3_block_alpha_stickiness,217,Volatile2,choose_blue,0.5892307692307692
M3_block_alpha_stickiness,217,Volatile2,stay_rate,0.6130769230769231
M3_block_alpha_stickiness,217,Volatile2,switch_after_loss,0.4634146341463415
M3_block_alpha_stickiness,217,Volatile2,switch_after_no_loss,0.32644628099173556
M3_block_alpha_stickiness,217,Volatile3,optimal_choice,0.5961538461538461
M3_block_alpha_stickiness,217,Volatile3,choose_blue,0.42615384615384616
M3_block_alpha_stickiness,217,Volatile3,stay_rate,0.5969230769230769
M3_block_alpha_stickiness,217,Volatile3,switch_after_loss,0.47549019607843135
M3_block_alpha_stickiness,217,Volatile3,switch_after_no_loss,0.3386627906976744
M3_block_alpha_stickiness,218,Stable,optimal_choice,0.6005128205128205
M3_block_alpha_stickiness,218,Stable,choose_blue,0.556923076923077
M3_block_alpha_stickiness,218,Stable,stay_rate,0.6138200782268579
M3_block_alpha_stickiness,218,Stable,switch_after_loss,0.4383938393839384
M3_block_alpha_stickiness,218,Stable,switch_after_no_loss,0.33911750123946455
M3_block_alpha_stickiness,218,Volatile1,optimal_choice,0.5969230769230769
M3_block_alpha_stickiness,218,Volatile1,choose_blue,0.43
M3_block_alpha_stickiness,218,Volatile1,stay_rate,0.6338461538461538
M3_block_alpha_stickiness,218,Volatile1,switch_after_loss,0.427797833935018
M3_block_alpha_stickiness,218,Volatile1,switch_after_no_loss,0.3203753351206434
M3_block_alpha_stickiness,218,Volatile2,optimal_choice,0.5813765182186235
M3_block_alpha_stickiness,218,Volatile2,choose_blue,0.5576923076923077
M3_block_alpha_stickiness,218,Volatile2,stay_rate,0.6169230769230769
M3_block_alpha_stickiness,218,Volatile2,switch_after_loss,0.44727891156462585
M3_block_alpha_stickiness,218,Volatile2,switch_after_no_loss,0.3300561797752809
M3_block_alpha_stickiness,218,Volatile3,optimal_choice,0.5776923076923077
M3_block_alpha_stickiness,218,Volatile3,choose_blue,0.4338461538461538
M3_block_alpha_stickiness,218,Volatile3,stay_rate,0.6030769230769231
M3_block_alpha_stickiness,218,Volatile3,switch_after_loss,0.4721311475409836
M3_block_alpha_stickiness,218,Volatile3,switch_after_no_loss,0.33043478260869563
M3_block_alpha_stickiness,219,Stable,optimal_choice,0.601025641025641
M3_block_alpha_stickiness,219,Stable,choose_blue,0.5671794871794872
M3_block_alpha_stickiness,219,Stable,stay_rate,0.6151238591916558
M3_block_alpha_stickiness,219,Stable,switch_after_loss,0.45681818181818185
M3_block_alpha_stickiness,219,Stable,switch_after_no_loss,0.32385542168674697
M3_block_alpha_stickiness,219,Volatile1,optimal_choice,0.6046153846153847
M3_block_alpha_stickiness,219,Volatile1,choose_blue,0.4207692307692308
M3_block_alpha_stickiness,219,Volatile1,stay_rate,0.5946153846153847
M3_block_alpha_stickiness,219,Volatile1,switch_after_loss,0.4660033167495854
M3_block_alpha_stickiness,219,Volatile1,switch_after_no_loss,0.35294117647058826
M3_block_alpha_stickiness,219,Volatile2,optimal_choice,0.5967611336032389
M3_block_alpha_stickiness,219,Volatile2,choose_blue,0.5576923076923077
M3_block_alpha_stickiness,219,Volatile2,stay_rate,0.6146153846153846
M3_block_alpha_stickiness,219,Volatile2,switch_after_loss,0.4602368866328257
M3_block_alpha_stickiness,219,Volatile2,switch_after_no_loss,0.3229901269393512
M3_block_alpha_stickiness,219,Volatile3,optimal_choice,0.5661538461538461
M3_block_alpha_stickiness,219,Volatile3,choose_blue,0.4346153846153846
M3_block_alpha_stickiness,219,Volatile3,stay_rate,0.6015384615384616
M3_block_alpha_stickiness,219,Volatile3,switch_after_loss,0.47299509001636664
M3_block_alpha_stickiness,219,Volatile3,switch_after_no_loss,0.33236574746008707
M3_block_alpha_stickiness,220,Stable,optimal_choice,0.5984615384615385
M3_block_alpha_stickiness,220,Stable,choose_blue,0.5707692307692308
M3_block_alpha_stickiness,220,Stable,stay_rate,0.6174706649282921
M3_block_alpha_stickiness,220,Stable,switch_after_loss,0.44809688581314877
M3_block_alpha_stickiness,220,Stable,switch_after_no_loss,0.32841504045692527
M3_block_alpha_stickiness,220,Volatile1,optimal_choice,0.5907692307692308
M3_block_alpha_stickiness,220,Volatile1,choose_blue,0.4423076923076923
M3_block_alpha_stickiness,220,Volatile1,stay_rate,0.5992307692307692
M3_block_alpha_stickiness,220,Volatile1,switch_after_loss,0.48258706467661694
M3_block_alpha_stickiness,220,Volatile1,switch_after_no_loss,0.3299856527977044
M3_block_alpha_stickiness,220,Volatile2,optimal_choice,0.6024291497975709
M3_block_alpha_stickiness,220,Volatile2,choose_blue,0.5876923076923077
M3_block_alpha_stickiness,220,Volatile2,stay_rate,0.6346153846153846
M3_block_alpha_stickiness,220,Volatile2,switch_after_loss,0.42560553633217996
M3_block_alpha_stickiness,220,Volatile2,switch_after_no_loss,0.3171745152354571
M3_block_alpha_stickiness,220,Volatile3,optimal_choice,0.5769230769230769
M3_block_alpha_stickiness,220,Volatile3,choose_blue,0.4423076923076923
M3_block_alpha_stickiness,220,Volatile3,stay_rate,0.6084615384615385
M3_block_alpha_stickiness,220,Volatile3,switch_after_loss,0.45901639344262296
M3_block_alpha_stickiness,220,Volatile3,switch_after_no_loss,0.3318840579710145
M3_block_alpha_stickiness,221,Stable,optimal_choice,0.5948717948717949
M3_block_alpha_stickiness,221,Stable,choose_blue,0.5507692307692308
M3_block_alpha_stickiness,221,Stable,stay_rate,0.6182529335071708
M3_block_alpha_stickiness,221,Stable,switch_after_loss,0.42420937840785167
M3_block_alpha_stickiness,221,Stable,switch_after_no_loss,0.3428285857071464
M3_block_alpha_stickiness,221,Volatile1,optimal_choice,0.5876923076923077
M3_block_alpha_stickiness,221,Volatile1,choose_blue,0.44384615384615383
M3_block_alpha_stickiness,221,Volatile1,stay_rate,0.6061538461538462
M3_block_alpha_stickiness,221,Volatile1,switch_after_loss,0.4572784810126582
M3_block_alpha_stickiness,221,Volatile1,switch_after_no_loss,0.3338323353293413
M3_block_alpha_stickiness,221,Volatile2,optimal_choice,0.6234817813765182
M3_block_alpha_stickiness,221,Volatile2,choose_blue,0.5876923076923077
M3_block_alpha_stickiness,221,Volatile2,stay_rate,0.62
M3_block_alpha_stickiness,221,Volatile2,switch_after_loss,0.44939965694682676
M3_block_alpha_stickiness,221,Volatile2,switch_after_no_loss,0.32357043235704325
M3_block_alpha_stickiness,221,Volatile3,optimal_choice,0.5953846153846154
M3_block_alpha_stickiness,221,Volatile3,choose_blue,0.40384615384615385
M3_block_alpha_stickiness,221,Volatile3,stay_rate,0.5984615384615385
M3_block_alpha_stickiness,221,Volatile3,switch_after_loss,0.49547920433996384
M3_block_alpha_stickiness,221,Volatile3,switch_after_no_loss,0.3319946452476573
M3_block_alpha_stickiness,222,Stable,optimal_choice,0.5848717948717949
M3_block_alpha_stickiness,222,Stable,choose_blue,0.5556410256410257
M3_block_alpha_stickiness,222,Stable,stay_rate,0.6046936114732725
M3_block_alpha_stickiness,222,Stable,switch_after_loss,0.4592061742006615
M3_block_alpha_stickiness,222,Stable,switch_after_no_loss,0.3379515091538842
M3_block_alpha_stickiness,222,Volatile1,optimal_choice,0.6023076923076923
M3_block_alpha_stickiness,222,Volatile1,choose_blue,0.43538461538461537
M3_block_alpha_stickiness,222,Volatile1,stay_rate,0.6023076923076923
M3_block_alpha_stickiness,222,Volatile1,switch_after_loss,0.4520547945205479
M3_block_alpha_stickiness,222,Volatile1,switch_after_no_loss,0.35335195530726254
M3_block_alpha_stickiness,222,Volatile2,optimal_choice,0.620242914979757
M3_block_alpha_stickiness,222,Volatile2,choose_blue,0.5707692307692308
M3_block_alpha_stickiness,222,Volatile2,stay_rate,0.6223076923076923
M3_block_alpha_stickiness,222,Volatile2,switch_after_loss,0.4554794520547945
M3_block_alpha_stickiness,222,Volatile2,switch_after_no_loss,0.31424581005586594
M3_block_alpha_stickiness,222,Volatile3,optimal_choice,0.5684615384615385
M3_block_alpha_stickiness,222,Volatile3,choose_blue,0.44153846153846155
M3_block_alpha_stickiness,222,Volatile3,stay_rate,0.6315384615384615
M3_block_alpha_stickiness,222,Volatile3,switch_after_loss,0.4459234608985025
M3_block_alpha_stickiness,222,Volatile3,switch_after_no_loss,0.30185979971387694
M3_block_alpha_stickiness,223,Stable,optimal_choice,0.5894871794871794
M3_block_alpha_stickiness,223,Stable,choose_blue,0.5587179487179487
M3_block_alpha_stickiness,223,Stable,stay_rate,0.6109517601043025
M3_block_alpha_stickiness,223,Stable,switch_after_loss,0.44487968662562954
M3_block_alpha_stickiness,223,Stable,switch_after_no_loss,0.34033203125
M3_block_alpha_stickiness,223,Volatile1,optimal_choice,0.5884615384615385
M3_block_alpha_stickiness,223,Volatile1,choose_blue,0.42923076923076925
M3_block_alpha_stickiness,223,Volatile1,stay_rate,0.62
M3_block_alpha_stickiness,223,Volatile1,switch_after_loss,0.46611570247933887
M3_block_alpha_stickiness,223,Volatile1,switch_after_no_loss,0.30503597122302156
M3_block_alpha_stickiness,223,Volatile2,optimal_choice,0.6129554655870445
M3_block_alpha_stickiness,223,Volatile2,choose_blue,0.5746153846153846
M3_block_alpha_stickiness,223,Volatile2,stay_rate,0.6315384615384615
M3_block_alpha_stickiness,223,Volatile2,switch_after_loss,0.46045694200351495
M3_block_alpha_stickiness,223,Volatile2,switch_after_no_loss,0.2968536251709986
M3_block_alpha_stickiness,223,Volatile3,optimal_choice,0.5638461538461539
M3_block_alpha_stickiness,223,Volatile3,choose_blue,0.4523076923076923
M3_block_alpha_stickiness,223,Volatile3,stay_rate,0.6215384615384615
M3_block_alpha_stickiness,223,Volatile3,switch_after_loss,0.4368932038834951
M3_block_alpha_stickiness,223,Volatile3,switch_after_no_loss,0.3255131964809384
M3_block_alpha_stickiness,224,Stable,optimal_choice,0.6094871794871795
M3_block_alpha_stickiness,224,Stable,choose_blue,0.5561538461538461
M3_block_alpha_stickiness,224,Stable,stay_rate,0.6039113428943937
M3_block_alpha_stickiness,224,Stable,switch_after_loss,0.45577464788732397
M3_block_alpha_stickiness,224,Stable,switch_after_no_loss,0.3446601941747573
M3_block_alpha_stickiness,224,Volatile1,optimal_choice,0.6115384615384616
M3_block_alpha_stickiness,224,Volatile1,choose_blue,0.4323076923076923
M3_block_alpha_stickiness,224,Volatile1,stay_rate,0.6138461538461538
M3_block_alpha_stickiness,224,Volatile1,switch_after_loss,0.43478260869565216
M3_block_alpha_stickiness,224,Volatile1,switch_after_no_loss,0.34758620689655173
M3_block_alpha_stickiness,224,Volatile2,optimal_choice,0.6275303643724697
M3_block_alpha_stickiness,224,Volatile2,choose_blue,0.5853846153846154
M3_block_alpha_stickiness,224,Volatile2,stay_rate,0.6123076923076923
M3_block_alpha_stickiness,224,Volatile2,switch_after_loss,0.48586572438162545
M3_block_alpha_stickiness,224,Volatile2,switch_after_no_loss,0.3119891008174387
M3_block_alpha_stickiness,224,Volatile3,optimal_choice,0.58
M3_block_alpha_stickiness,224,Volatile3,choose_blue,0.42538461538461536
M3_block_alpha_stickiness,224,Volatile3,stay_rate,0.6076923076923076
M3_block_alpha_stickiness,224,Volatile3,switch_after_loss,0.45826235093696766
M3_block_alpha_stickiness,224,Volatile3,switch_after_no_loss,0.3380084151472651
M3_block_alpha_stickiness,225,Stable,optimal_choice,0.6115384615384616
M3_block_alpha_stickiness,225,Stable,choose_blue,0.5761538461538461
M3_block_alpha_stickiness,225,Stable,stay_rate,0.6198174706649283
M3_block_alpha_stickiness,225,Stable,switch_after_loss,0.45040369088811993
M3_block_alpha_stickiness,225,Stable,switch_after_no_loss,0.3222275107091861
M3_block_alpha_stickiness,225,Volatile1,optimal_choice,0.6061538461538462
M3_block_alpha_stickiness,225,Volatile1,choose_blue,0.43615384615384617
M3_block_alpha_stickiness,225,Volatile1,stay_rate,0.63
M3_block_alpha_stickiness,225,Volatile1,switch_after_loss,0.43781094527363185
M3_block_alpha_stickiness,225,Volatile1,switch_after_no_loss,0.3113342898134864
M3_block_alpha_stickiness,225,Volatile2,optimal_choice,0.5975708502024292
M3_block_alpha_stickiness,225,Volatile2,choose_blue,0.5638461538461539
M3_block_alpha_stickiness,225,Volatile2,stay_rate,0.6123076923076923
M3_block_alpha_stickiness,225,Volatile2,switch_after_loss,0.48293515358361777
M3_block_alpha_stickiness,225,Volatile2,switch_after_no_loss,0.30952380952380953
M3_block_alpha_stickiness,225,Volatile3,optimal_choice,0.5961538461538461
M3_block_alpha_stickiness,225,Volatile3,choose_blue,0.4076923076923077
M3_block_alpha_stickiness,225,Volatile3,stay_rate,0.6315384615384615
M3_block_alpha_stickiness,225,Volatile3,switch_after_loss,0.467005076142132
M3_block_alpha_stickiness,225,Volatile3,switch_after_no_loss,0.2863187588152327
M3_block_alpha_stickiness,226,Stable,optimal_choice,0.5912820512820512
M3_block_alpha_stickiness,226,Stable,choose_blue,0.5471794871794872
M3_block_alpha_stickiness,226,Stable,stay_rate,0.5877444589308997
M3_block_alpha_stickiness,226,Stable,switch_after_loss,0.474604041507373
M3_block_alpha_stickiness,226,Stable,switch_after_no_loss,0.35528942115768464
M3_block_alpha_stickiness,226,Volatile1,optimal_choice,0.5953846153846154
M3_block_alpha_stickiness,226,Volatile1,choose_blue,0.4330769230769231
M3_block_alpha_stickiness,226,Volatile1,stay_rate,0.5815384615384616
M3_block_alpha_stickiness,226,Volatile1,switch_after_loss,0.5084175084175084
M3_block_alpha_stickiness,226,Volatile1,switch_after_no_loss,0.34277620396600567
M3_block_alpha_stickiness,226,Volatile2,optimal_choice,0.6137651821862348
M3_block_alpha_stickiness,226,Volatile2,choose_blue,0.5753846153846154
M3_block_alpha_stickiness,226,Volatile2,stay_rate,0.5969230769230769
M3_block_alpha_stickiness,226,Volatile2,switch_after_loss,0.46495726495726497
M3_block_alpha_stickiness,226,Volatile2,switch_after_no_loss,0.35244755244755244
M3_block_alpha_stickiness,226,Volatile3,optimal_choice,0.5615384615384615
M3_block_alpha_stickiness,226,Volatile3,choose_blue,0.4453846153846154
M3_block_alpha_stickiness,226,Volatile3,stay_rate,0.6176923076923077
M3_block_alpha_stickiness,226,Volatile3,switch_after_loss,0.45527156549520764
M3_block_alpha_stickiness,226,Volatile3,switch_after_no_loss,0.314540059347181
M3_block_alpha_stickiness,227,Stable,optimal_choice,0.6253846153846154
M3_block_alpha_stickiness,227,Stable,choose_blue,0.5807692307692308
M3_block_alpha_stickiness,227,Stable,stay_rate,0.6033898305084746
M3_block_alpha_stickiness,227,Stable,switch_after_loss,0.476216814159292
M3_block_alpha_stickiness,227,Stable,switch_after_no_loss,0.3256043413912186
M3_block_alpha_stickiness,227,Volatile1,optimal_choice,0.6123076923076923
M3_block_alpha_stickiness,227,Volatile1,choose_blue,0.4176923076923077
M3_block_alpha_stickiness,227,Volatile1,stay_rate,0.5923076923076923
M3_block_alpha_stickiness,227,Volatile1,switch_after_loss,0.4766666666666667
M3_block_alpha_stickiness,227,Volatile1,switch_after_no_loss,0.3485714285714286
M3_block_alpha_stickiness,227,Volatile2,optimal_choice,0.6040485829959514
M3_block_alpha_stickiness,227,Volatile2,choose_blue,0.5507692307692308
M3_block_alpha_stickiness,227,Volatile2,stay_rate,0.5907692307692308
M3_block_alpha_stickiness,227,Volatile2,switch_after_loss,0.48105436573311366
M3_block_alpha_stickiness,227,Volatile2,switch_after_no_loss,0.3463203463203463
M3_block_alpha_stickiness,227,Volatile3,optimal_choice,0.553076923076923
M3_block_alpha_stickiness,227,Volatile3,choose_blue,0.4523076923076923
M3_block_alpha_stickiness,227,Volatile3,stay_rate,0.6015384615384616
M3_block_alpha_stickiness,227,Volatile3,switch_after_loss,0.4624183006535948
M3_block_alpha_stickiness,227,Volatile3,switch_after_no_loss,0.34156976744186046
M3_block_alpha_stickiness,228,Stable,optimal_choice,0.5907692307692308
M3_block_alpha_stickiness,228,Stable,choose_blue,0.5615384615384615
M3_block_alpha_stickiness,228,Stable,stay_rate,0.5989569752281617
M3_block_alpha_stickiness,228,Stable,switch_after_loss,0.46105383734249716
M3_block_alpha_stickiness,228,Stable,switch_after_no_loss,0.3508855911919579
M3_block_alpha_stickiness,228,Volatile1,optimal_choice,0.583076923076923
M3_block_alpha_stickiness,228,Volatile1,choose_blue,0.44384615384615383
M3_block_alpha_stickiness,228,Volatile1,stay_rate,0.5646153846153846
M3_block_alpha_stickiness,228,Volatile1,switch_after_loss,0.5016181229773463
M3_block_alpha_stickiness,228,Volatile1,switch_after_no_loss,0.375366568914956
M3_block_alpha_stickiness,228,Volatile2,optimal_choice,0.6137651821862348
M3_block_alpha_stickiness,228,Volatile2,choose_blue,0.5715384615384616
M3_block_alpha_stickiness,228,Volatile2,stay_rate,0.6
M3_block_alpha_stickiness,228,Volatile2,switch_after_loss,0.47413793103448276
M3_block_alpha_stickiness,228,Volatile2,switch_after_no_loss,0.3402777777777778
M3_block_alpha_stickiness,228,Volatile3,optimal_choice,0.5776923076923077
M3_block_alpha_stickiness,228,Volatile3,choose_blue,0.4369230769230769
M3_block_alpha_stickiness,228,Volatile3,stay_rate,0.5969230769230769
M3_block_alpha_stickiness,228,Volatile3,switch_after_loss,0.4879310344827586
M3_block_alpha_stickiness,228,Volatile3,switch_after_no_loss,0.3347222222222222
M3_block_alpha_stickiness,229,Stable,optimal_choice,0.6025641025641025
M3_block_alpha_stickiness,229,Stable,choose_blue,0.56
M3_block_alpha_stickiness,229,Stable,stay_rate,0.6117340286831813
M3_block_alpha_stickiness,229,Stable,switch_after_loss,0.45671981776765375
M3_block_alpha_stickiness,229,Stable,switch_after_no_loss,0.33044733044733043
M3_block_alpha_stickiness,229,Volatile1,optimal_choice,0.6115384615384616
M3_block_alpha_stickiness,229,Volatile1,choose_blue,0.4307692307692308
M3_block_alpha_stickiness,229,Volatile1,stay_rate,0.6369230769230769
M3_block_alpha_stickiness,229,Volatile1,switch_after_loss,0.41736227045075125
M3_block_alpha_stickiness,229,Volatile1,switch_after_no_loss,0.3166904422253923
M3_block_alpha_stickiness,229,Volatile2,optimal_choice,0.61457489878542515
M3_block_alpha_stickiness,229,Volatile2,choose_blue,0.583076923076923
M3_block_alpha_stickiness,229,Volatile2,stay_rate,0.6092307692307692
M3_block_alpha_stickiness,229,Volatile2,switch_after_loss,0.4800693240901213
M3_block_alpha_stickiness,229,Volatile2,switch_after_no_loss,0.31950207468879666
M3_block_alpha_stickiness,229,Volatile3,optimal_choice,0.5746153846153846
M3_block_alpha_stickiness,229,Volatile3,choose_blue,0.43538461538461537
M3_block_alpha_stickiness,229,Volatile3,stay_rate,0.6023076923076923
M3_block_alpha_stickiness,229,Volatile3,switch_after_loss,0.4713584288052373
M3_block_alpha_stickiness,229,Volatile3,switch_after_no_loss,0.33236574746008707
M3_block_alpha_stickiness,230,Stable,optimal_choice,0.6105128205128205
M3_block_alpha_stickiness,230,Stable,choose_blue,0.5658974358974359
M3_block_alpha_stickiness,230,Stable,stay_rate,0.5817470664928293
M3_block_alpha_stickiness,230,Stable,switch_after_loss,0.47282913165266105
M3_block_alpha_stickiness,230,Stable,switch_after_no_loss,0.37073170731707317
M3_block_alpha_stickiness,230,Volatile1,optimal_choice,0.6161538461538462
M3_block_alpha_stickiness,230,Volatile1,choose_blue,0.42
M3_block_alpha_stickiness,230,Volatile1,stay_rate,0.6053846153846154
M3_block_alpha_stickiness,230,Volatile1,switch_after_loss,0.4778156996587031
M3_block_alpha_stickiness,230,Volatile1,switch_after_no_loss,0.32633053221288516
M3_block_alpha_stickiness,230,Volatile2,optimal_choice,0.6380566801619433
M3_block_alpha_stickiness,230,Volatile2,choose_blue,0.5930769230769231
M3_block_alpha_stickiness,230,Volatile2,stay_rate,0.5976923076923077
M3_block_alpha_stickiness,230,Volatile2,switch_after_loss,0.4955116696588869
M3_block_alpha_stickiness,230,Volatile2,switch_after_no_loss,0.33243606998654107
M3_block_alpha_stickiness,230,Volatile3,optimal_choice,0.57
M3_block_alpha_stickiness,230,Volatile3,choose_blue,0.4461538461538462
M3_block_alpha_stickiness,230,Volatile3,stay_rate,0.5992307692307692
M3_block_alpha_stickiness,230,Volatile3,switch_after_loss,0.47058823529411764
M3_block_alpha_stickiness,230,Volatile3,switch_after_no_loss,0.34184397163120567
M3_block_alpha_stickiness,231,Stable,optimal_choice,0.5997435897435898
M3_block_alpha_stickiness,231,Stable,choose_blue,0.5771794871794872
M3_block_alpha_stickiness,231,Stable,stay_rate,0.609387222946545
M3_block_alpha_stickiness,231,Stable,switch_after_loss,0.4620958751393534
M3_block_alpha_stickiness,231,Stable,switch_after_no_loss,0.32778049975502205
M3_block_alpha_stickiness,231,Volatile1,optimal_choice,0.6053846153846154
